id;secteur;public;public_employer_type_ref;public_employer_type
54655;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54656;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54657;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54659;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54660;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54663;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54665;Comptabilité, gestion, ressources humaines;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
54666;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54667;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54668;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54670;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54671;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54672;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54673;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54674;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54675;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54676;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54677;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54679;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
66027;Armée - Défense;VRAI;;Ministère des Armées
54682;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54684;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54685;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54686;Sécurité;VRAI;Ministère de la Justice;Ministère de la Justice
54688;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54689;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54690;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54692;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54693;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54695;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54696;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
66007;Armée - Défense;VRAI;;Ministère des Armées
54698;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54699;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
66033;Armée - Défense;VRAI;;Ministère des Armées
54702;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54703;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54704;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54705;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54707;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54708;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54709;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54710;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54711;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54712;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54714;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54716;Armée - Défense;VRAI;Ministère des Armées;Ministère des Armées
54717;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54718;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54719;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54720;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54721;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54722;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54723;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54724;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54725;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54726;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54727;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54728;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54729;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54731;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54732;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54734;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54735;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54736;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54739;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
64645;Culture et patrimoine;VRAI;;Ministère de la Culture
54742;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54743;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54744;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54745;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54746;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54748;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58479;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
55785;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54753;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54754;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54755;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54756;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54757;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54758;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54759;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54760;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54761;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54763;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54764;Fonction publique;VRAI;Ministère de l'Intérieur;Ministère de l'Intérieur
54765;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54766;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54767;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54768;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54769;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54771;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54772;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54773;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54774;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54775;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54777;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54778;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54779;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54780;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54781;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54783;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54784;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54785;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54786;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54787;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54788;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54791;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54792;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54793;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54794;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54795;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54797;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54798;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54799;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54800;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54801;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54802;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54803;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54805;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54806;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54807;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54808;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54809;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54810;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54811;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54813;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54814;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54815;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54816;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54817;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54818;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54819;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54820;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54821;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54822;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54823;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
54824;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54825;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54826;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54828;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54829;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54830;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54831;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54833;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54834;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54835;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54837;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54838;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54839;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
54841;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54842;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54843;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54844;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54845;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54847;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54848;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54850;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54851;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54852;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54853;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54854;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54855;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54856;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54857;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54859;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54860;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54861;Fonction publique;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54862;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54863;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54864;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54865;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54866;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54867;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54868;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54870;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54871;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54873;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54874;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54875;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54876;Enseignement;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54877;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54878;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54879;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
54880;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
