"id";"SIRET";"secteur";"public";"public_employer_type";"Rue";"Ville";"Code postal";"Filière"
3847;"89338184800017";"Audiovisuel";FAUX;;"44 Rue du General de Gaulle (Tourlaville) - Pôle Immages, Place Hippolyte Mars 50120 cherbourg en cotentin - ATTENTION! Adresse de stage Pôle Image Place Hippolyte Mars 50120 -  Pôle Immages, Place Hippolyte Mars 50120 cherbourg en cotentin - ATTENTION! Adresse de stage Pôle Image Place Hippolyte...";"Cherbourg-en-Cotentin";"50110";"seconde_only"
4165;"45364078100028";"Culture et patrimoine";FAUX;;"15 Rue Auguste Chabrières";"Paris";"75015";"seconde_only"
4639;"84054146000027";"Comptabilité, gestion, ressources humaines";FAUX;;"83 RUE PERRIN SOLLIERS ";"MARSEILLE 6";"13006";"seconde_only"
4869;"34363454900020";"Sport";FAUX;;"7 Rue du Commandant Riviere";"Nevers";"58000";"seconde_troisieme_or_quatrieme"
8754;"21100260500346";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"24 RUE JEAN JAURES ";"NOGENT-SUR-SEINE";"10400";"seconde_only"
10287;"21860200100024";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"39 Rue du Bois de la Jarte";"Pressac";"86460";"seconde_only"
11360;"39893784700026";"Industrie alimentaire";FAUX;;"3041 Route De Tulle - La Maisonneuve";"Sainte-Féréole";"19270";"seconde_only"
11903;"95450343901719";"Industrie, ingénierie industrielle";FAUX;;"35 RUE JOSEPH MONIER ";"RUEIL-MALMAISON";"92500";"seconde_only"
20966;"82373748100304";"Hôtellerie, restauration";FAUX;;"3 Rue de la Mare Neuve";"Évry-Courcouronnes";"91080";"seconde_only"
21355;"52817161400035";"Comptabilité, gestion, ressources humaines";FAUX;;"  245 RUE DU MARAIS ";"CHALLES-LES-EAUX";"73064";"seconde_only"
29441;"79030038800010";"Tourisme";FAUX;;"null PLACE BESSIERES ";"CAHORS";"46000";"seconde_only"
31046;"91849679500017";"Agriculture";FAUX;;"  911  LA GRANDE RUE D’AMEREY ";"XERTIGNY";"88530";"seconde_troisieme_or_quatrieme"
35246;"80434144433311";"Sport";FAUX;;"96 Rue de la Benauge";"Bordeaux";"33100";"seconde_only"
35315;"31932691400029";"Environnement";FAUX;;"  3901 ROUTE DE ROANNE ";"VOUGY";"42338";"seconde_only"
35316;"13002895400019";"Agriculture";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles";"140 AV MARCEL UNAL";"MONTAUBAN";"82000";"seconde_only"
35317;"25540270300037";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"null RTE NATIONALE ";"VANDELAINVILLE";"54890";"seconde_only"
35318;"89501482700011";"Sport";FAUX;;"    30 32 RUE LUCIEN GODEFROY ";"CUIGY-EN-BRAY";"60187";"seconde_only"
35319;"17110431800240";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des Ecoles";"Arzens";"11290";"seconde_only"
35320;"19670041300012";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"10 Rue Henri Meck";"Molsheim";"67120";"seconde_only"
35321;"82227108600016";"Environnement";FAUX;;"14 Impasse Pierre Georges Latecoere";"Issoire";"63500";"seconde_only"
35322;"82227108600016";"Environnement";FAUX;;"14 Impasse Pierre Georges Latecoere";"Issoire";"63500";"seconde_only"
35323;"82227108600016";"Environnement";FAUX;;"14 Impasse Pierre Georges Latecoere";"Issoire";"63500";"seconde_only"
35324;"21690094400036";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Grande Rue";"Grézieu-la-Varenne";"69290";"seconde_only"
35325;"78057766400011";"Hôtellerie, restauration";FAUX;;"  30 RUE DE MEAUX ";"SENLIS";"60612";"seconde_only"
35326;"44839718200040";"Sport";FAUX;;"5 IMP SUMIAN ";"MARSEILLE 14";"13014";"seconde_only"
35327;"44839718200040";"Sport";FAUX;;"5 Impasse sumian";"Marseille";"13014";"seconde_only"
35329;"21950250700128";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"6 Rue de la Mairie";"Fosses";"95470";"seconde_only"
35330;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"6 Rue de la Mairie";"Fosses";"95470";"seconde_only"
35331;"21880400300026";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"65 RUE DE L'EGLISE ";"ROUVRES-EN-XAINTOIS";"88500";"seconde_only"
35332;"08813638839088";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"1 Rue de la Croix";"Uxegney";"88390";"seconde_only"
35333;"21540417900024";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"null PL DE L'EGLISE ";"PAREY-SAINT-CESAIRE";"54330";"seconde_only"
35334;"17270431400019";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"6 Avenue Victor Hugo";"Nonancourt";"27320";"seconde_only"
35335;"78851281200017";"Agriculture";FAUX;;"Moissieu-sur-Dolon - route de champier";"Moissieu-sur-Dolon";"38270";"seconde_only"
35336;"50238222900016";"Santé";FAUX;;"21 null CARREFOUR DE LA LIBERATION ";"DOMBASLE-EN-ARGONNE";"55120";"seconde_only"
35337;"75018463200073";"Hôtellerie, restauration";FAUX;;"22 RUE GEORGES CHARPAK ";"BEZANNES";"51430";"seconde_only"
35338;"75018463200016";"Social";FAUX;;"22 RUE GEORGES CHARPAK ";"BEZANNES";"51430";"seconde_only"
35339;"75018463200016";"Maintenance";FAUX;;"22 RUE GEORGES CHARPAK ";"BEZANNES";"51430";"seconde_only"
35340;"75018463200016";"Comptabilité, gestion, ressources humaines";FAUX;;"22 RUE GEORGES CHARPAK ";"BEZANNES";"51430";"seconde_only"
35341;"75018463200016";"Commerce et distribution";FAUX;;"22 RUE GEORGES CHARPAK ";"BEZANNES";"51430";"seconde_only"
35342;"42028785600066";"Santé";FAUX;;"  4 RUE DE MAUZE ";"SAINT-HILAIRE-LA-PALUD";"79257";"seconde_only"
35343;"90227186500013";"Comptabilité, gestion, ressources humaines";FAUX;;"27 RUE HELENE BOUCHER ";"TARNOS";"40220";"seconde_only"
35344;"90227186500013";"Agroéquipement";FAUX;;"27 RUE HELENE BOUCHER";"TARNOS";"40220";"seconde_only"
35345;"80864689700013";"Hôtellerie, restauration";FAUX;;"158 Rue Saint-Guirec - HOTEL DE L'EUROPE";"Perros-Guirec";"22700";"seconde_only"
35346;"21700119700029";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"2 Place de la Mairie";"Chambornay-lès-Pin";"70150";"seconde_only"
35347;"35205051200024";"Industrie, ingénierie industrielle";FAUX;;"Gonfreville-l'Orcher";"Gonfreville-l'Orcher";"76700";"seconde_only"
35348;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35349;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35350;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35351;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35352;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35353;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35354;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35355;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35356;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35357;"35205051200073";"Industrie, ingénierie industrielle";FAUX;;"    SAINT ULFRANT ";"PONT-AUDEMER";"27467";"seconde_only"
35358;;"Industrie, ingénierie industrielle";FAUX;;"    SAINT ULFRANT ";"PONT-AUDEMER";"27467";"seconde_only"
35359;;"Industrie, ingénierie industrielle";FAUX;;"   RTE DU PONT VIII ";"GONFREVILLE L'ORCHER";"76305";"seconde_only"
35360;"35205051200065";"Industrie, ingénierie industrielle";FAUX;;"Rue des Jeunes Bois";"Châteaufort";"78117";"seconde_only"
35361;;"Industrie, ingénierie industrielle";FAUX;;"Rue des Jeunes Bois";"Châteaufort";"78117";"seconde_only"
35362;;"Industrie, ingénierie industrielle";FAUX;;"Rue des Jeunes Bois";"Châteaufort";"78117";"seconde_only"
35363;"35205051200081";"Industrie, ingénierie industrielle";FAUX;;"6 Rue des Artisans";"Florange";"57190";"seconde_only"
35364;;"Industrie, ingénierie industrielle";FAUX;;"6 Rue des Artisans";"Florange";"57190";"seconde_only"
35365;"44958590000011";"Industrie, ingénierie industrielle";FAUX;;"  33 AVENUE JEAN MONNET ";"COLOMIERS";"31149";"seconde_only"
35366;;"Industrie, ingénierie industrielle";FAUX;;"  33 AVENUE JEAN MONNET ";"COLOMIERS";"31149";"seconde_only"
35367;;"Industrie, ingénierie industrielle";FAUX;;"  33 AVENUE JEAN MONNET ";"COLOMIERS";"31149";"seconde_only"
35368;"95404915100010";"Agroéquipement";FAUX;;"7 RUE CHAMPOLLION";"VIF";"38450";"seconde_only"
35369;"17800430500169";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"28 Rue de Paris";"Hébécourt";"80680";"seconde_only"
35370;"32735998002060";"Automobile";FAUX;;"760 AV DU MARECHAL JUIN ";"MONT-DE-MARSAN";"40000";"seconde_only"
35371;"32735998002060";"Automobile";FAUX;;"760 Avenue du Maréchal Juin";"Mont-de-Marsan";"40000";"seconde_only"
35372;"21830137200601";"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"591 Boulevard des Armaris";"Toulon";"83100";"seconde_only"
35373;"84493232700027";"Commerce et distribution";FAUX;;"5 Rue de Substantion";"Montpellier";"34000";"seconde_only"
35374;"47821662500127";"Enseignement";FAUX;;"Avenue des 2 Steendam";"Coudekerque-Branche";"59210";"seconde_only"
35376;"21760476800051";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"12 Rue des Cytises";"Port-Jérôme-sur-Seine";"76330";"seconde_only"
35377;"26030002500012";"Fonction publique";VRAI;"Fonction publique hospitalière (FPH)";"18 Place de la Chaume";"Chantelle";"03140";"seconde_only"
35378;"26030002500012";"Social";VRAI;"Fonction publique hospitalière (FPH)";"18 Place de la Chaume";"Chantelle";"03140";"seconde_only"
35379;"26030002500012";"Hôtellerie, restauration";VRAI;"Fonction publique hospitalière (FPH)";"18 Place de la Chaume";"Chantelle";"03140";"seconde_only"
35380;"82490421300017";"Agriculture";FAUX;;"  1 LD GAUDRY ";"MARSAS";"33272";"seconde_only"
35381;"33850712200020";"Bâtiment et travaux publics (BTP)";FAUX;;"Moulin Geargeot (Voves)";"Les Villages Vovéens";"28150";"seconde_only"
35382;"33850712200020";"Commerce et distribution";FAUX;;"Moulin Geargeot (Voves)";"Les Villages Vovéens";"28150";"seconde_only"
35383;"11004401300040";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"121 Avenue Capitaine Georges Guynemer";"Caen";"14000";"seconde_only"
35384;"11004301500012";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des Coquelicots";"Saint-Martin-d'Écublei";"61300";"seconde_only"
35385;"17890431400014";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"1 Avenue Wilson";"Saint-Julien-du-Sault";"89330";"seconde_only"
35386;"21340172200110";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"9 Boulevard des Arceaux";"Montpellier";"34000";"seconde_only"
35387;"87945550900015";"Filiere bois";FAUX;;"1d Rue du Stade";"Gouhenans";"70110";"seconde_only"
35388;"82302639800037";"Paramédical";FAUX;;"  9 RUE TORTERON ";"SAINT-LO";"50502";"seconde_only"
35389;"38215307000026";"Santé";FAUX;;"Saint-Mandrier-sur-Mer";"Saint-Mandrier-sur-Mer";"83430";"seconde_only"
35390;"89444694700018";"Commerce et distribution";FAUX;;"4b Rue Simon Robin";"Juvigny";"51150";"seconde_only"
35391;"81814398400016";"Maintenance";FAUX;;"96 Rue d'Aulnoye";"Saint-Remy-du-Nord";"59330";"seconde_only"
35392;"34106240400817";"Santé";FAUX;;"5 Rue du Dr Jean Martin Charcot";"Évry-Courcouronnes";"91080";"seconde_only"
35393;"42115358600050";"Comptabilité, gestion, ressources humaines";FAUX;;"4 Rue Blaise Pascal";"Chartres";"28000";"seconde_only"
35394;"34825099400012";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"   RUE DES ORMES ";"JARNY";"54273";"seconde_only"
35395;"21020271900022";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"751 Rue de Saint-quentin";"Essigny-le-Petit";"02100";"seconde_only"
35396;"21510050400020";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"19 ALL DES PAQUERETTES ";"BETHENY";"51450";"seconde_only"
35397;"18670223900101";"Automobile";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"21 Rue Joseph Cugnot";"Mulhouse";"68200";"seconde_only"
35398;"18670223900101";"Bien-être";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"21 Rue Joseph Cugnot";"Mulhouse";"68200";"seconde_only"
35399;"94775595500012";"Journalisme";FAUX;;"27 Rue Abel Hovelacque";"Paris";"75013";"seconde_troisieme_or_quatrieme"
35400;"21830137200163";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"null PL GENERAL BARATIER ";"TOULON";"83000";"seconde_only"
35401;"21010267900011";"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"13 Chemin de la Gare";"Nurieux-Volognat";"01460";"seconde_only"
35402;"79342541400018";"Droit et justice";FAUX;;"  86 RUE DU GENERAL DE GAULLE  - Av mère Teresa ";"COULAINES";"72095";"seconde_only"
35403;"17710431200018";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"5 Route de Marcigny";"Saint-Christophe-en-Brionnais";"71800";"seconde_only"
35404;"38882077100029";"Santé";FAUX;;"3 CHE DES VAUX DE VILLIERS ";"SAINT-BRIS-LE-VINEUX";"89530";"seconde_only"
35405;"53224994300012";"Social";FAUX;;"480 Route de Besançon";"Lons-le-Saunier";"39000";"seconde_only"
35406;"18003402700011";"Fonction publique";VRAI;"Ministère de l'Intérieur";"7 Rue Arthur Rimbaud";"Toulouse";"31200";"seconde_only"
35407;"21540397300054";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"13 RUE GENERAL LECLERC ";"NEUVES-MAISONS";"54230";"seconde_only"
35408;"87986896600026";"Filiere bois";FAUX;;"Rue Docteur Paul Vermale - Zi de conroc - Zi de conroc";"Bessèges";"30160";"seconde_only"
35409;"11004301500012";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"3 Rue Stalingrad";"Vaulx-en-Velin";"69120";"seconde_only"
35410;"90813944700019";"Comptabilité, gestion, ressources humaines";FAUX;;"4 Allee du Levant - Immeuble Elytis";"Lattes";"34970";"seconde_only"
35411;"90813944700035";"Comptabilité, gestion, ressources humaines";FAUX;;"4 Allee du Levant";"Lattes";"34970";"seconde_only"
35412;;"Comptabilité, gestion, ressources humaines";FAUX;;"12 Chemin du Temple";"Arles";"13200";"seconde_only"
35413;"77968311900050";"Social";FAUX;;"120 Chemin Saint Jean - La Grange Huguet - Centre aéré Marc Julien";"Pommiers";"69480";"seconde_only"
35414;"19540135100026";"Enseignement";VRAI;"Ministère de la Culture";"2 RUE BASTIEN LEPAGE ";"NANCY";"54000";"seconde_only"
35415;"17710431200018";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Route de Bletterans";"Saillenard";"71580";"seconde_only"
35416;"89370265400011";"Banque et assurance";FAUX;;"214 Place du Général de Gaulle";"Béthune";"62400";"seconde_only"
35417;"33402951900066";"Social";FAUX;;"Parc de Diane - parc de diane";"Jouy-en-Josas";"78350";"seconde_only"
35418;"13000710700027";"Agriculture";VRAI;"Ministère de l’Agriculture et de la Souveraineté alimentaire";"  4 RUE HOCHE ";"DIJON";"21231";"seconde_only"
35419;"78134348800040";"Enseignement";FAUX;;"null AVENUE DE BOURGOGNE  - CS 30809";"LA ROCHELLE";"17000";"seconde_only"
35420;"21600304600010";"Fonction publique";VRAI;"Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)";"347 Rue de l'Eglise";"Heilles";"60250";"seconde_only"
35421;;"Fonction publique";VRAI;"Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)";"347 Rue de l'Eglise";"Heilles";"60250";"seconde_only"
35422;"17270431400019";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Voie Marmaille";"Val-de-Reuil";"27100";"seconde_only"
35423;"25871874100014";"Environnement";VRAI;"Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)";"45 BOULEVARD DE L’HOTEL DE VILLE ";"SAINT-YRIEIX-LA-PERCHE";"87500";"seconde_only"
35424;"80218402800016";"Hôtellerie, restauration";FAUX;;"  37 AVENUE DU MARECHAL LECLERC ";"VILLEDIEU-SUR-INDRE";"36241";"seconde_only"
35425;"38320430200012";"Social";FAUX;;"6 Place des Raisins Secs";"Mazères-sur-Salat";"31260";"seconde_troisieme_or_quatrieme"
35426;"21140675600026";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"1 RUE DES ECOLES ";"SOLIERS";"14540";"seconde_only"
35427;"37951943200023";"Social";FAUX;;"1047 Route de l'Aumondière";"Équilly";"50320";"seconde_only"
35428;"33298848400066";"Environnement";FAUX;;"Sainte-Suzanne-sur-Vire - 6 PLACE DE LA MAIRIE";"Sainte-Suzanne-sur-Vire";"50750";"seconde_only"
35429;"91740946800027";"Énergie";FAUX;;"17bis Rue des Mimosas";"Bordères-sur-l'Échez";"65320";"seconde_only"
35430;"33333333333333";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"30 Avenue André Dubois";"Loos-en-Gohelle";"62750";"seconde_only"
35431;"11004301500012";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Place de la Mairie";"Ladoix-Serrigny";"21550";"seconde_only"
35432;"65480068900121";"Verre, béton, céramique";FAUX;;"Rue du Fief d'Argent";"Airvault";"79600";"seconde_only"
35433;"21140287000029";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"5 RUE MAL DE LATTRE DE TASSIGNY ";"FRENOUVILLE";"14630";"seconde_only"
35434;"21830137201195";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"209 Rue Hippolyte Taine";"Toulon";"83100";"seconde_only"
35435;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"209 Rue Hippolyte Taine";"Toulon";"83100";"seconde_only"
35436;"80812506600015";"Social";FAUX;;"50 Place du Château de l'horloge";"Aix-en-Provence";"13100";"seconde_only"
35437;"34028579000044";"Sport";FAUX;;"26 Route de l'Evêque";"Marsac-sur-l'Isle";"24430";"seconde_only"
35438;"82858201500040";"Hôtellerie, restauration";FAUX;;"Le Clot de Roussillon - Relais de Roussillon ";"La Tour";"06420";"seconde_only"
35439;"17540430000402";"Comptabilité, gestion, ressources humaines";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"9 RUE DES BRICE ";"NANCY";"54000";"seconde_only"
35440;"48766288400054";"Social";FAUX;;"6 Rue Renan";"Saint-Junien";"87200";"seconde_troisieme_or_quatrieme"
35443;"17750111100013";"Droit et justice";VRAI;"Ministère de la Justice";"44 Av du President Salvador Allende";"Meaux";"77100";"seconde_only"
35444;"44732012800039";"Filiere bois";FAUX;;"70 RUE DE LA PERELLE ";"RUITZ";"62620";"seconde_only"
35445;"39034886000011";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Allée des Moines";"Saint-Génis-des-Fontaines";"66740";"seconde_troisieme_or_quatrieme"
35446;"13002087800240";"Enseignement";VRAI;"Chambre consulaire";"15 Rue Maldonnat";"Digne-les-Bains";"04000";"seconde_only"
35447;"79311088300022";"Industrie alimentaire";FAUX;;"199 Rue Antoine Laurent de Lavoisier";"Camaret-sur-Aigues";"84850";"seconde_troisieme_or_quatrieme"
35448;"77626819500018";"Enseignement";FAUX;;"9 Rue Cime du Lieu";"Saint-Martin-de-Valamas";"07310";"seconde_only"
35449;"40307674800025";"Comptabilité, gestion, ressources humaines";FAUX;;"41 RUE CROSSARDIERE ";"LAVAL";"53000";"seconde_only"
35450;"21340044300023";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"2 Route de la Chaudiere - Hameau de La Liquière";"Cabrerolles";"34480";"seconde_only"
35451;"21210486300015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"29 Rue Amiral Violette (Pluvault)";"Longeault-Pluvault";"21110";"seconde_only"
35452;"21640371700137";"Tourisme";VRAI;"Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)";"108 Place de Libarrenx";"Gotein-Libarrenx";"64130";"seconde_only"
35453;"17620431100011";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue Emile Basly";"Courcelles-lès-Lens";"62970";"seconde_only"
35454;"35600000067855";"Services postaux";FAUX;;"294 Rue de Corporat";"Moirans";"38430";"seconde_only"
35455;"17620431100011";"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"  20 BOULEVARD DE LA LIBERTE ";"ARRAS";"62041";"seconde_only"
35456;"80091540700012";"Hôtellerie, restauration";FAUX;;"1617 Chemin des Moulins - plage MOOREA";"Ramatuelle";"83350";"seconde_only"
35457;"80091540700012";"Hôtellerie, restauration";FAUX;;"1617 Chemin des Moulins - plage moorea";"Ramatuelle";"83350";"seconde_only"
35458;"17270431400019";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"220 Rue de l'Ecole";"Saint-Aubin-sur-Quillebeuf";"27680";"seconde_only"
35459;"21210361800022";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"8 RUE FRANCOIS CHABEUF ";"LUX";"21120";"seconde_only"
35460;"21340032800786";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"1 Rue de l'École des Andelys";"Béziers";"34500";"seconde_only"
35461;"21340032800786";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"1 Rue de l'École des Andelys";"Béziers";"34500";"seconde_only"
35462;"21580194500480";"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"7 Rue Georges Guynemer";"Nevers";"58000";"seconde_only"
35463;"42049260500027";"Social";FAUX;;"4 RUE JEAN DE LA BRUYERE ";"CHOLET";"49300";"seconde_only"
35464;"79755991100012";"Mécanique";FAUX;;"600 AV GEORGES GUIGNARD ";"BOE";"47550";"seconde_only"
35465;"48310716500019";"Industrie, ingénierie industrielle";FAUX;;"94 Route de Ligugé";"Saint-Benoît";"86280";"seconde_only"
35466;"48310716500019";"Industrie, ingénierie industrielle";FAUX;;"  94 RTE DE LIGUGE ";"SAINT-BENOIT";"86214";"seconde_only"
35467;"83895454300016";"Art et design";FAUX;;"3 RUE DE LA MAIRIE";"CEZY";"89410";"seconde_only"
35468;"98339920500019";"Commerce et distribution";FAUX;;"  10 RUE DE LA DESIREE ";"CHATELLERAULT";"86066";"seconde_only"
35469;"21340240700034";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue du Mas de Sapte";"Saint-Aunès";"34130";"seconde_only"
35470;"39164212100035";"Commerce et distribution";FAUX;;"52 Rue de Courtiras";"Vendôme";"41100";"seconde_only"
35471;"39164212100035";"Édition, librairie, bibliothèque";FAUX;;"52 Rue de Courtiras";"Vendôme";"41100";"seconde_only"
35472;;"Environnement";FAUX;;"52 Rue de Courtiras";"Vendôme";"41100";"seconde_only"
35473;;"Logistique et transport";FAUX;;"52 Rue de Courtiras";"Vendôme";"41100";"seconde_only"
35474;;"Environnement";FAUX;;"52 Rue de Courtiras";"Vendôme";"41100";"seconde_only"
35475;"77568562101174";"Social";FAUX;;"57 RUE DU GEN DE GAULLE ";"SAINT-JEAN-LE-BLANC";"45650";"seconde_only"
35476;"13000548124812";"Social";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles";"29 Avenue du Général de Gaulle";"Langres";"52200";"seconde_only"
35477;"83329183400012";"Architecture, urbanisme et paysage";FAUX;;"  9 RUE DE LA FALTANS ";"ROCHE-LEZ-BEAUPRE";"25495";"seconde_only"
35478;"17270431400019";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"45 Rue du Neubourg";"Goupil-Othon";"27170";"seconde_only"
35479;"00000000000053";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"10 Rue  Tanquerel de la Panissay";"Meslay-du-Maine";"53170";"seconde_only"
35480;"19580012300018";"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"  1 RUE D'AUGENAY ";"CORBIGNY";"58083";"seconde_only"
35481;"17800430500169";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"50 Rue de Sénéfontaine";"Beauvais";"60000";"seconde_only"
35482;"47861993500016";"Tourisme";FAUX;;"  1 IMPASSE DE ROSAE ";"EMBRUN";"05046";"seconde_only"
35483;"79894532500016";"Agriculture";FAUX;;"Lieu dit Keranguiner";"Plestin-les-Grèves";"22310";"seconde_only"
35484;"19561383100013";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"null RUE DE CHATEAUBRIAND ";"GOURIN";"56110";"seconde_only"
35485;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"null RUE DE CHATEAUBRIAND ";"GOURIN";"56110";"seconde_only"
35486;"84404545000013";"Hôtellerie, restauration";FAUX;;"3bis Avenue Maquis de Payolle";"Bagnères-de-Bigorre";"65200";"seconde_only"
