ACADEMIE;CODE_RNE (UAI);ID_ETAB_SCONET (ETAB_UAJ_Id);DIVISION (CLASSE);EFFECTIF DECLARE;MINISTERE
Amiens;0601822E;434;2 MRC1;24
Amiens;0601822E;434;2 MRC2;23
Amiens;0601822E;434;2 MRC3;23
Amiens;0601822E;434;2 TNE;30
Amiens;0020022N;431;2ASSP;30
Amiens;0020022N;431;2BBE1;24
Amiens;0020022N;431;2BBE2;24
Amiens;0020022N;431;2BCT;12
Amiens;0020089L;504;2 GATL;18
Amiens;0020089L;504;2 MPMIA;15
Amiens;0020089L;504;2 MRC;35
Amiens;0020089L;504;2 MREMI;15
Amiens;0020089L;504;2 MTNE;15
Amiens;0601824G;81;2NDE1;35
Amiens;0601824G;81;2NDE10;35
Amiens;0601824G;81;2NDE11;35
Amiens;0601824G;81;2NDE2;35
Amiens;0601824G;81;2NDE3;35
Amiens;0601824G;81;2NDE4;35
Amiens;0601824G;81;2NDE5;35
Amiens;0601824G;81;2NDE6;35
Amiens;0601824G;81;2NDE7;35
Amiens;0601824G;81;2NDE8;35
Amiens;0601824G;81;2NDE9;35
Amiens;0020050U;341;2GT1;35
Amiens;0020050U;341;2GT2;35
Amiens;0020050U;341;2GT3;35
Amiens;0020050U;341;2GT4;35
Amiens;0020050U;341;2GT5;35
Amiens;0020050U;341;2GT6;35
Amiens;0020050U;341;2GT7;35
Amiens;0020050U;341;2GT8;35
Amiens;0800046R;82;201;99
Amiens;0800046R;82;202;99
Amiens;0800046R;82;203;99
Amiens;0800046R;82;204;99
Amiens;0800046R;82;205;99
Amiens;0800046R;82;206;99
Amiens;0800046R;82;207;99
Amiens;0800046R;82;208;99
Amiens;0801231D;922;1C;0
Amiens;0020014E;422;2GT1;35
Amiens;0020014E;422;2GT10;35
Amiens;0020014E;422;2GT11;35
Amiens;0020014E;422;2GT12;35
Amiens;0020014E;422;2GT13;35
Amiens;0020014E;422;2GT2;35
Amiens;0020014E;422;2GT3;35
Amiens;0020014E;422;2GT4;35
Amiens;0020014E;422;2GT5;35
Amiens;0020014E;422;2GT6;35
Amiens;0020014E;422;2GT7;35
Amiens;0020014E;422;2GT8;35
Amiens;0020014E;422;2GT9;35
Amiens;0022008X;286;2GATL;15
Amiens;0022008X;286;2MRC1;35
Amiens;0022008X;286;2MRC2;35
Amiens;0022008X;286;2PECPMIA;30
Amiens;0022008X;286;2TNE1;22
Amiens;0022008X;286;2TNE2;23
Amiens;0801327H;371;2A;35
Amiens;0801327H;371;2C;35
Amiens;0801327H;371;2E;35
Amiens;0801327H;371;2F;35
Amiens;0801336T;370;2MMV;30
Amiens;0801336T;370;2MPMIA;30
Amiens;0801336T;370;2TNE1;30
Amiens;0801336T;370;2TNE2;30
Amiens;0801336T;370;2TNE3;15
Amiens;0801327H;371;2B;35
Amiens;0020079A;346;_2COM1;35
Amiens;0020079A;346;_2COM2;18
Amiens;0020079A;346;_2GATL1;35
Amiens;0020079A;346;_2GATL2;35
Amiens;0020079A;346;_2MITN;30
Amiens;0020079A;346;_2MS;24
Amiens;0020079A;346;_2MV;30
Amiens;0020079A;346;_2REMI;30
Amiens;0020079A;346;_2TNE;30
Amiens;0021479X;302;2 ASSP;31
Amiens;0602070Z;1020;21;34
Amiens;0602070Z;1020;22;34
Amiens;0602070Z;1020;23;32
Amiens;0602070Z;1020;24;33
Amiens;0602070Z;1020;25;11
Amiens;0602070Z;1020;26;33
Amiens;0600041U;428;2ASSP1;22
Amiens;0600041U;428;2ASSP2;23
Amiens;0600041U;428;2MREMI;15
Amiens;0600041U;428;2MS;24
Amiens;0600041U;428;2MTNE;30
Amiens;0601845E;139;2GATL1;25
Amiens;0601845E;139;2GATL2;26
Amiens;0601845E;139;2MRC1;25
Amiens;0601845E;139;2MRC2;25
Amiens;0601845E;139;2MRC3;24
Amiens;0800007Y;367;201;33
Amiens;0800007Y;367;202;35
Amiens;0800007Y;367;203;35
Amiens;0800007Y;367;204;35
Amiens;0800007Y;367;205;33
Amiens;0800007Y;367;2MELEC;15
Amiens;0800007Y;367;2MRC1;35
Amiens;0800007Y;367;2MRC2;17
Amiens;0800007Y;367;2TUM;30
Amiens;0020088K;664;2AGORA;35
Amiens;0020088K;664;2MRC1;35
Amiens;0020088K;664;2MRC2;35
Amiens;0020088K;664;2OL;30
Amiens;0020031Y;505;2NDE1;34
Amiens;0020031Y;505;2NDE2;34
Amiens;0020031Y;505;2NDE3;34
Amiens;0020031Y;505;2NDE4;33
Amiens;0020031Y;505;2NDE5;34
Amiens;0020031Y;505;2NDE6;33
Amiens;0801743K;1045;2DE1;18
Amiens;0801743K;1045;2DE2;15
Amiens;0801864S;223;- 2MTNE;23
Amiens;0801864S;223;- 2MRC;35
Amiens;0801864S;223;- 2ASSP;30
Amiens;0801864S;223;- 2MREMI;30
Amiens;0020034B;27;2GT1;35
Amiens;0020034B;27;2GT2;35
Amiens;0020034B;27;2GT3;35
Amiens;0020034B;27;2GT4;35
Amiens;0020034B;27;2GT5;45
Amiens;0020034B;27;2GT6;35
Amiens;0020034B;27;2GT7;35
Amiens;0020034B;27;_2REMI;30
Amiens;0020034B;27;_2TNE1;30
Amiens;0020034B;27;_2TNE2;30
Amiens;0020034B;27;_2MODMAI;0
Amiens;0022044L;669;2BPCDEB;27
Amiens;0022044L;669;2BPHRA;24
Amiens;0022044L;669;2BPHRB;24
Amiens;0022044L;669;2CBTNE;22
Amiens;0022044L;669;2STHR;19
Amiens;0020049T;328;2GT1;35
Amiens;0020049T;328;2GT2;36
Amiens;0020049T;328;2GT3;35
Amiens;0020049T;328;2GT4;35
Amiens;0020049T;328;2GT5;35
Amiens;0020049T;328;2GT6;34
Amiens;0020049T;328;2GT7;35
Amiens;0020049T;328;2GT8;35
Amiens;0800062H;534;2AEPA;15
Amiens;0800062H;534;2ASSP1;30
Amiens;0800062H;534;2ASSP2;15
Amiens;0800062H;534;2HPS;15
Amiens;0022042J;285;2 RESCO;15
Amiens;0601787S;162;2ALIM;24
Amiens;0601787S;162;2ASSP;30
Amiens;0601787S;162;2MHR;24
Amiens;0601787S;162;2MRC;35
Amiens;0601787S;162;2P;15
Amiens;0601787S;162;2TNE1;30
Amiens;0601787S;162;2TNE2;30
Amiens;0601787S;162;2TNE3;15
Amiens;0600020W;746;2D01;35
Amiens;0600020W;746;2D02;35
Amiens;0600020W;746;2D03;35
Amiens;0600020W;746;2D04;35
Amiens;0600020W;746;2D05;35
Amiens;0600020W;746;2D06;35
Amiens;0600020W;746;2D07;35
Amiens;0600020W;746;2D08;35
Amiens;0600020W;746;2D09;35
Amiens;0600020W;746;2D10;35
Amiens;0600020W;746;2D11;35
Amiens;0600020W;746;2D12;35
Amiens;0600020W;746;2D13;35
Amiens;0600020W;746;2D14;35
Amiens;0600020W;746;2D15;35
Amiens;0020025S;666;2MMV1;22
Amiens;0020025S;666;2MMV2;21
Amiens;0801206B;1034;20;31
Amiens;0801206B;1034;200;24
Amiens;0801206B;1034;2000;29
Amiens;0801945E;1061;2PRO;10
Amiens;0601832R;583;2D01;34
Amiens;0601832R;583;2D02;34
Amiens;0601832R;583;2D03;33
Amiens;0601832R;583;2D04;33
Amiens;0601832R;583;2D05;33
Amiens;0601832R;583;2D06;33
Amiens;0601832R;583;2D07;34
Amiens;0601832R;583;2D08;34
Amiens;0601832R;583;2D09;34
Amiens;0601832R;583;2D10;34
Amiens;0601832R;583;2D11;34
Amiens;0601832R;583;2D12;34
Amiens;0600049C;148;2BTPEMNB;28
Amiens;0600049C;148;2CVPM;15
Amiens;0600049C;148;2MRC1;29
Amiens;0600049C;148;2MRC2;23
Amiens;0600049C;148;2MRC3;24
Amiens;0600049C;148;2TNE;30
Amiens;0601164P;902;SEC MGA;15
Amiens;0601164P;902;SEC MRC;15
Amiens;0801739F;166;2ASSP;30
Amiens;0801739F;166;2HR;24
Amiens;0801739F;166;2MVA1;20
Amiens;0801739F;166;2MVA2;20
Amiens;0600048B;136;2BP1;30
Amiens;0600048B;136;2BP2;30
Amiens;0600048B;136;2BP3;30
Amiens;0801888T;1046;2HR;11
Amiens;0801948H;1048;2BP;25
Amiens;0801948H;1048;2BPALIM;17
Amiens;0801209E;1050;21;39
Amiens;0801209E;1050;22;39
Amiens;0801209E;1050;23;39
Amiens;0801209E;1050;24;39
Amiens;0801209E;1050;25;39
Amiens;0801209E;1050;26;39
Amiens;0801209E;1050;27;39
Amiens;0801209E;1050;28;39
Amiens;0801882L;41;2MHRA;24
Amiens;0801882L;41;2MHRB;24
Amiens;0801882L;41;2NDE1;35
Amiens;0801882L;41;2NDE2;35
Amiens;0801882L;41;2NDE3;36
Amiens;0801882L;41;2NDE4;35
Amiens;0801882L;41;2NDE5;35
Amiens;0801882L;41;2NDE6;35
Amiens;0801882L;41;2NDE7;35
Amiens;0801882L;41;2NDE8;35
Amiens;0800011C;543;2NDE 1;35
Amiens;0800011C;543;2NDE 2;35
Amiens;0601865B;133;2DE 2;35
Amiens;0601865B;133;2DE 3;35
Amiens;0601865B;133;2DE 4;35
Amiens;0601865B;133;2DE 5;35
Amiens;0601865B;133;2DE 6;35
Amiens;0601865B;133;2DE 7;35
Amiens;0601865B;133;2DE 8;35
Amiens;0601865B;133;2DE 9;32
Amiens;0601865B;133;2DE10;35
Amiens;0601865B;133;2DE 1;35
Amiens;0601865B;133;2DE 11;35
Amiens;0601864A;143;2NDE 1;26
Amiens;0601864A;143;2NDE 2;27
Amiens;0601864A;143;2NDE 3;27
Amiens;0601864A;143;2NDE 4;27
Amiens;0601864A;143;2NDE 5;26
Amiens;0601864A;143;2NDE 6;26
Amiens;0601864A;143;2NDE 7;26
Amiens;0601864A;143;2NDE 8;26
Amiens;0601870G;144;2 AEPA;17
Amiens;0601870G;144;2 ASSP;30
Amiens;0601870G;144;2 GATL;18
Amiens;0601897L;117;2 ASSP;30
Amiens;0601897L;117;2 TNE;30
Amiens;0601897L;117;2GT;30
Amiens;0600002B;103;45293;30
Amiens;0600002B;103;45324;22
Amiens;0600002B;103;45353;22
Amiens;0600002B;103;45384;30
Amiens;0600002B;103;45414;15
Amiens;0600002B;103;45445;35
Amiens;0600002B;103;45475;35
Amiens;0600002B;103;45506;35
Amiens;0600002B;103;45537;35
Amiens;0600002B;103;45567;35
Amiens;0600002B;103;45598;35
Amiens;0600002B;103;45628;35
Amiens;0600002B;103;41306;35
Amiens;0600002B;103;41671;35
Amiens;0600002B;103;42036;35
Amiens;0600002B;103;42401;35
Amiens;0600002B;103;42767;35
Amiens;0022042J;285;2 ASSP1;34
Amiens;0022042J;285;2 ASSP2;19
Amiens;0022042J;285;2 MODE;30
Amiens;0022042J;285;2 GT;25
Amiens;0021874B;1003;2DE1;29
Amiens;0021874B;1003;2DE2;30
Amiens;0021874B;1003;2DE3;31
Amiens;0021874B;1003;2DE4;30
Amiens;0601870G;144;2 MRC1;18
Amiens;0601870G;144;2 MRC2;17
Amiens;0601870G;144;2 MRC3;18
Amiens;0801841S;621;2DE11;0
Amiens;0801514L;83;2LTGA;30
Amiens;0801514L;83;2MRC1;35
Amiens;0801514L;83;2MVM;28
Amiens;0801514L;83;2TNE;15
Amiens;0022108F;943;2STB;19
Amiens;0801514L;83;2MRC2;18
Amiens;0801479Y;1058;2GT1;35
Amiens;0801479Y;1058;2GT2;35
Amiens;0801479Y;1058;2GT3;35
Amiens;0021479X;302;2 MRC EU;25
Amiens;0021479X;302;2 MRC ST;26
Amiens;0801226Y;1041;2AV;27
Amiens;0801226Y;1041;2HO;27
Amiens;0801951L;1064;2BACPRO;20
Amiens;0801950K;1056;2AGORA1;32
Amiens;0801950K;1056;2AGORA2;32
Amiens;0801950K;1056;2ANIM;24
Amiens;0801950K;1056;2ASSP1;24
Amiens;0801950K;1056;2ASSP2;35
Amiens;0601864A;143;2NDE 9;27
Amiens;0021476U;623;2E;35
Amiens;0601470X;120;2ANIM;18
Amiens;0801882L;41;2NDE9;35
Amiens;0021870X;1001;2R1;15
Amiens;0021870X;1001;2R2;14
Amiens;0020498F;992;2PRO ECP;20
Amiens;0020498F;992;2PROASSP;25
Amiens;0022022M;1005;2GT1;27
Amiens;0022022M;1005;2GT2;28
Amiens;0601703A;1024;2DE;20
Amiens;0021906L;996;2MA1;17
Amiens;0021906L;996;2MS1;18
Amiens;0021906L;996;2MS2;20
Amiens;0021906L;996;2TNE;12
Amiens;0021906L;996;2VENTE;16
Amiens;0601946P;1032;870;15
Amiens;0601946P;1032;880;18
Amiens;0601701Y;1029;521;25
Amiens;0601701Y;1029;522;26
Amiens;0601701Y;1029;523;28
Amiens;0601701Y;1029;524;28
Amiens;0601701Y;1029;525;28
Amiens;0601701Y;1029;526;28
Amiens;0601701Y;1029;527;28
Amiens;0601701Y;1029;528;28
Amiens;0601701Y;1029;529;35
Amiens;0601699W;1022;SEC1;32
Amiens;0601699W;1022;SEC2;23
Amiens;0601699W;1022;SEC3;31
Amiens;0601699W;1022;SEC4;28
Amiens;0601699W;1022;SEC5;27
Amiens;0601699W;1022;SEC6;30
Amiens;0601699W;1022;SEC7;22
Amiens;0601699W;1022;SEC8;32
Amiens;0801207C;1065;45293;36
Amiens;0801207C;1065;45324;36
Amiens;0801207C;1065;45353;36
Amiens;0801207C;1065;45384;36
Amiens;0801207C;1065;45414;36
Amiens;0801207C;1065;45445;36
Amiens;0601700X;1015;2 GT C;29
Amiens;0601700X;1015;2 GT P;20
Amiens;0021872Z;1002;2NDEA;0
Amiens;0021872Z;1002;2NDEB;0
Amiens;0801874C;1060;2A;28
Amiens;0801874C;1060;2B;23
Amiens;0801874C;1060;2C;31
Amiens;0801874C;1060;2D;29
Amiens;0801874C;1060;2E;27
Amiens;0801949J;1063;2TNE;20
Amiens;0601947R;1019;2 PRO;16
Amiens;0020034B;27;2GT8;0
Amiens;0022042J;285;ULIS;0
Besancon;0701035V;230;21;35
Besancon;0701035V;230;22;35
Besancon;0701035V;230;23;35
Besancon;0701035V;230;24;35
Besancon;0701035V;230;25;33
Besancon;0701035V;230;2TNE1;15
Besancon;0701035V;230;2TNE2;15
Besancon;0251671F;148;2NDE 1;35
Besancon;0251671F;148;2NDE 2;35
Besancon;0251671F;148;2NDE 3;35
Besancon;0251671F;148;2NDE 4;35
Besancon;0251671F;148;2NDE 5;35
Besancon;0251671F;148;2NDE 6;35
Besancon;0251671F;148;2NDE 7;35
Besancon;0251671F;148;2NDE 8;35
Besancon;0251671F;148;2REMI1;24
Besancon;0251671F;148;2REMI2;24
Besancon;0390029V;237;2PROC;30
Besancon;0390029V;237;2PROMAMA;28
Besancon;0390012B;67;2NDE1;33
Besancon;0390012B;67;2NDE2;34
Besancon;0390012B;67;2NDE3;33
Besancon;0390012B;67;2NDE4;34
Besancon;0390012B;67;2NDE5;34
Besancon;0390012B;67;2NDE6;34
Besancon;0390012B;67;2NDE7;34
Besancon;0390012B;67;2NDE8;35
Besancon;0701052N;200;2NDE 1;32
Besancon;0701052N;200;2NDE 2;30
Besancon;0701052N;200;2NDE 3;31
Besancon;0701052N;200;2NDE 4;29
Besancon;0701052N;200;2NDE 5;31
Besancon;0701052N;200;2NDE 6;31
Besancon;0701052N;200;2NDE 7;28
Besancon;0701052N;200;2NDE 8;31
Besancon;0390027T;115;2GT1;35
Besancon;0390027T;115;2GT2;35
Besancon;0390027T;115;2GT3;35
Besancon;0390027T;115;2GT4;35
Besancon;0390027T;115;2GT5;35
Besancon;0390027T;115;2MICRO;24
Besancon;0390027T;115;2OL;30
Besancon;0250011B;242;2A;46
Besancon;0250011B;242;2B;35
Besancon;0250011B;242;2C;35
Besancon;0250011B;242;2D;35
Besancon;0250011B;242;2E;35
Besancon;0250011B;242;2F;34
Besancon;0250011B;242;2G;32
Besancon;0250011B;242;2H;35
Besancon;0250011B;242;2I;50
Besancon;0250011B;242;2J;35
Besancon;0250011B;242;2K;5
Besancon;0250011B;242;2L;22
Besancon;0250011B;242;A2CV;5
Besancon;0250011B;242;P2RM1;24
Besancon;0250011B;242;P2RM2;24
Besancon;0250011B;242;P2RM3;24
Besancon;0250011B;242;P2TNE1;24
Besancon;0250011B;242;P2TNE2;24
Besancon;0250011B;242;P2TNE3;24
Besancon;0250011B;242;UPE2A;20
Besancon;0251035P;286;2ASSP;14
Besancon;0251035P;286;2GATL;7
Besancon;0251035P;286;2MRC;17
Besancon;0390033Z;221;2GT 1;30
Besancon;0390033Z;221;2GT 2;30
Besancon;0390033Z;221;2GT 3;30
Besancon;0390033Z;221;2PRO1;26
Besancon;0390033Z;221;2PRO2;26
Besancon;0390033Z;221;2PRO3;26
Besancon;0390033Z;221;2STHR1;29
Besancon;0390033Z;221;2STHR2;20
Besancon;0250010A;257;2BENJAMI;34
Besancon;0250010A;257;2CARSON;34
Besancon;0250010A;257;2CESAIRE;34
Besancon;0250010A;257;2COLETTE;34
Besancon;0250010A;257;2DEGOUGE;34
Besancon;0250010A;257;2GORZ;31
Besancon;0250010A;257;2HENDERS;34
Besancon;0250010A;257;2HERITIE;34
Besancon;0250010A;257;2JACKSON;34
Besancon;0250010A;257;2JOLIOT;33
Besancon;0250010A;257;2KAHLO;34
Besancon;0250010A;257;2LENGLEN;34
Besancon;0250010A;257;2LEVI;34
Besancon;0250010A;257;2PAULING;34
Besancon;0250010A;257;2PELT;34
Besancon;0250010A;257;2ROSTROP;34
Besancon;0390020K;219;2EMNB;12
Besancon;0390020K;219;2TNE;12
Besancon;0700882D;228;2ASSP;30
Besancon;0700882D;228;2GATL;18
Besancon;0700882D;228;2MHR1;24
Besancon;0700882D;228;2MHR2;12
Besancon;0700882D;228;2MRC1;30
Besancon;0700882D;228;2MRC2;30
Besancon;0700905D;78;2 GT1;35
Besancon;0700905D;78;2 GT2;35
Besancon;0700905D;78;2 GT3;35
Besancon;0700905D;78;2 GT4;35
Besancon;0700905D;78;2 GT5;35
Besancon;0700905D;78;2 GT6;35
Besancon;0700905D;78;2 GT7;35
Besancon;0700905D;78;2 GT8;35
Besancon;0700905D;78;2PRO;30
Besancon;0700905D;78;2PROA;20
Besancon;0250013D;243;BP2 FAM1;24
Besancon;0250013D;243;BP2 FAM2;24
Besancon;0250013D;243;BP2 NUM1;23
Besancon;0900019G;128;2ASSP;15
Besancon;0900019G;128;2GATL;15
Besancon;0900019G;128;2PMIA;15
Besancon;0900019G;128;2TNE;15
Besancon;0250058C;142;45293;31
Besancon;0250058C;142;45324;31
Besancon;0250058C;142;45353;32
Besancon;0250058C;142;45384;33
Besancon;0250058C;142;45414;32
Besancon;0250058C;142;45445;33
Besancon;0250058C;142;45475;33
Besancon;0250058C;142;45506;30
Besancon;0251711Z;248;201;35
Besancon;0251711Z;248;202;35
Besancon;0251711Z;248;203;35
Besancon;0251711Z;248;204;35
Besancon;0251711Z;248;205;35
Besancon;0251711Z;248;206;35
Besancon;0251711Z;248;207;35
Besancon;0251711Z;248;208;35
Besancon;0251711Z;248;2ERA;35
Besancon;0390015E;68;2MM;24
Besancon;0390015E;68;2MRC;30
Besancon;0251994G;410;2GT1;32
Besancon;0251994G;410;2GT10;32
Besancon;0251994G;410;2GT11;32
Besancon;0251994G;410;2GT12;32
Besancon;0251994G;410;2GT13;32
Besancon;0251994G;410;2GT2;32
Besancon;0251994G;410;2GT3;32
Besancon;0251994G;410;2GT4;32
Besancon;0251994G;410;2GT5;32
Besancon;0251994G;410;2GT6;32
Besancon;0251994G;410;2GT7;32
Besancon;0251994G;410;2GT8;32
Besancon;0251994G;410;2GT9;32
Besancon;0251994G;410;2PMV1;15
Besancon;0251994G;410;2PMV2;15
Besancon;0251994G;410;2PMV3;16
Besancon;0251994G;410;UPE2A;15
Besancon;0700018P;224;2GT1;14
Besancon;0700018P;224;2GT2;9
Besancon;0700018P;224;2GT3;5
Besancon;0700018P;224;2GT4;30
Besancon;0700018P;224;2GT5;30
Besancon;0700018P;224;2GT6;31
Besancon;0700018P;224;2GT7;26
Besancon;0700018P;224;2GT8;25
Besancon;0700018P;224;2PMIA;20
Besancon;0700018P;224;2TNE;24
Besancon;0250007X;241;S02;33
Besancon;0250007X;241;S01;33
Besancon;0250007X;241;S03;34
Besancon;0250007X;241;S04;34
Besancon;0250007X;241;S05;33
Besancon;0250007X;241;S06;33
Besancon;0250007X;241;S07;33
Besancon;0250007X;241;S08;33
Besancon;0250007X;241;S09;33
Besancon;0250007X;241;S10;33
Besancon;0251994G;410;2PCAR-C;10
Besancon;0900355X;77;2REMI1;20
Besancon;0900355X;77;2REMI2;20
Besancon;0900355X;77;2TNE1;27
Besancon;0900355X;77;2TNE2;27
Besancon;0900355X;77;2TNE3;27
Besancon;0900355X;77;UPE2A;17
Besancon;0700038L;246;2 TCI;12
Besancon;0700038L;246;2MELEC;12
Besancon;0700038L;246;2MFER;12
Besancon;0700038L;246;2MFERMEL;24
Besancon;0700038L;246;2MSPC;12
Besancon;0700038L;246;2MSPCTCI;24
Besancon;0700038L;246;2SN;24
Besancon;0701001H;325;2MRCA;15
Besancon;0701001H;325;2MRCB;12
Besancon;0251994G;410;2PCAR-R;20
Besancon;0250030X;185;201;33
Besancon;0250030X;185;202;33
Besancon;0250030X;185;203;33
Besancon;0250030X;185;204;33
Besancon;0250030X;185;205;33
Besancon;0250030X;185;206;33
Besancon;0250030X;185;207;33
Besancon;0250030X;185;208;33
Besancon;0250030X;185;209;33
Besancon;0250030X;185;210;33
Besancon;0250030X;185;211;33
Besancon;0250030X;185;212;33
Besancon;0250030X;185;213;33
Besancon;0700076C;333;2AGORA;14
Besancon;0700076C;333;2ASSP;18
Besancon;0700076C;333;2MRC;34
Besancon;0900002N;50;2A;35
Besancon;0900002N;50;2B;35
Besancon;0900002N;50;2C;35
Besancon;0900002N;50;2D;35
Besancon;0900002N;50;2E;35
Besancon;0900002N;50;2F;35
Besancon;0900002N;50;2G;33
Besancon;0900002N;50;2H;42
Besancon;0900002N;50;2I;35
Besancon;0900002N;50;2J;34
Besancon;0251349F;215;2ASSP;30
Besancon;0251349F;215;2MELEC;15
Besancon;0251349F;215;2MHR;30
Besancon;0251349F;215;2MS;15
Besancon;0251349F;215;2TMA;30
Besancon;0900003P;109;201;35
Besancon;0900003P;109;202;31
Besancon;0900003P;109;203;31
Besancon;0900003P;109;204;31
Besancon;0900003P;109;205;30
Besancon;0900003P;109;206;35
Besancon;0900003P;109;207;30
Besancon;0900003P;109;208;31
Besancon;0900003P;109;209;35
Besancon;0900003P;109;210;35
Besancon;0900003P;109;211;34
Besancon;0390021L;46;2ASSP;30
Besancon;0390021L;46;2GATL;30
Besancon;0390021L;46;2MRC;30
Besancon;0700011G;196;2CTRM1;20
Besancon;0700011G;196;2CTRM2;20
Besancon;0700011G;196;2CTRM3;20
Besancon;0700011G;196;2MV1;26
Besancon;0700011G;196;2MV2;25
Besancon;0700011G;196;2MV3;27
Besancon;0391146J;314;2 MSPC;20
Besancon;0391146J;314;2AGORA;22
Besancon;0391146J;314;2ASSP1;25
Besancon;0391146J;314;2GT1;24
Besancon;0391146J;314;2GT2;25
Besancon;0391146J;314;2GT3;28
Besancon;0391146J;314;2GT4;26
Besancon;0390786T;203;2MRC1;18
Besancon;0390786T;203;2MRC2;18
Besancon;0390786T;203;2NDE1;28
Besancon;0390786T;203;2NDE2;30
Besancon;0390786T;203;2NDE3;30
Besancon;0390786T;203;2NDE4;28
Besancon;0390786T;203;2NDE5;26
Besancon;0390786T;203;2PMIA;12
Besancon;0390786T;203;2TNE;12
Besancon;0250008Y;255;2AA;24
Besancon;0250008Y;255;2GT1;35
Besancon;0250008Y;255;2GT10;35
Besancon;0250008Y;255;2GT2;35
Besancon;0250008Y;255;2GT3;35
Besancon;0250008Y;255;2GT4;35
Besancon;0250008Y;255;2GT5;35
Besancon;0250008Y;255;2GT6;35
Besancon;0250008Y;255;2GT7;35
Besancon;0250008Y;255;2GT8;35
Besancon;0250008Y;255;2GT9;35
Besancon;0250008Y;255;2S2TMD;11
Besancon;0390019J;104;1G03;35
Besancon;0390019J;104;2GT01;35
Besancon;0390019J;104;2GT02;35
Besancon;0390019J;104;2GT03;35
Besancon;0390019J;104;2GT04;35
Besancon;0390019J;104;2GT05;35
Besancon;0390019J;104;2GT06;35
Besancon;0390019J;104;2GT07;35
Besancon;0390019J;104;2GT08;35
Besancon;0390019J;104;2GT09;35
Besancon;0390019J;104;2GT10;35
Besancon;0390019J;104;2GT11;34
Besancon;0250067M;42;2PASSP;30
Besancon;0250067M;42;2PGATL;30
Besancon;0250067M;42;2PMARO;15
Besancon;0250067M;42;2PMRC;30
Besancon;0250067M;42;2PMS;30
Besancon;0250067M;42;UPE2A;24
Besancon;0701078S;253;2AGORA;15
Besancon;0701078S;253;2ASSP;0
Besancon;0701078S;253;2GT1;30
Besancon;0701078S;253;2GT2;31
Besancon;0701078S;253;2GT3;31
Besancon;0701078S;253;2GT4;30
Besancon;0701078S;253;2GT5;31
Besancon;0701078S;253;2GT6;19
Besancon;0701078S;253;2MAMA;12
Besancon;0701078S;253;2MHR;22
Besancon;0701078S;253;2MRC;30
Besancon;0250043L;21;2 1;36
Besancon;0250043L;21;2 10;30
Besancon;0250043L;21;2 11;35
Besancon;0250043L;21;2 12;34
Besancon;0250043L;21;2 13;21
Besancon;0250043L;21;2 2;34
Besancon;0250043L;21;2 3;35
Besancon;0250043L;21;2 4;34
Besancon;0250043L;21;2 5;34
Besancon;0250043L;21;2 6;32
Besancon;0250043L;21;2 7;33
Besancon;0250043L;21;2 8;33
Besancon;0250043L;21;2 9;34
Besancon;0250043L;21;2 MRC1;31
Besancon;0250043L;21;2 MRC2;16
Besancon;0250043L;21;2GATL;14
Besancon;0251079M;245;2GASECU;30
Besancon;0251079M;245;2MRC1;30
Besancon;0251079M;245;2MRC2;30
Besancon;0251079M;245;2MRC3;30
Besancon;0250001R;100;2HPS;16
Besancon;0250001R;100;2MHRA;28
Besancon;0250001R;100;2MHRB;25
Besancon;0250001R;100;2MPMIA;15
Besancon;0250001R;100;2MRC;30
Besancon;0250001R;100;2MTNE;24
Besancon;0250001R;100;2PLA;16
Besancon;0391131T;279;AFB1;5
Besancon;0391131T;279;IPBC1;18
Besancon;0391131T;279;TBORGO1;12
Besancon;0391131T;279;TCB1;13
Besancon;0391131T;279;TMA1;13
Besancon;0391131T;279;ICCER1;10
Besancon;0250014E;244;2ASSP1;30
Besancon;0250014E;244;2ASSP2;30
Besancon;0250014E;244;2MHR A;18
Besancon;0250014E;244;2MHR B;18
Besancon;0250013D;243;BP2NUM2E;29
Besancon;0390042J;150;2GT1;36
Besancon;0390042J;150;2GT2;35
Besancon;0390042J;150;2GT3;35
Besancon;0390042J;150;2GT4;54
Besancon;0391092A;223;2ASSP;0
Besancon;0391092A;223;2GT1;0
Besancon;0391092A;223;2GT2;0
Besancon;0391092A;223;2GT3;0
Besancon;0391092A;223;2GT4;0
Besancon;0391092A;223;2MPMIA;0
Besancon;0391092A;223;2MREMI;0
Besancon;0900236T;233;2ASSP;30
Besancon;0900236T;233;2GATL1;30
Besancon;0900236T;233;2GATL2;30
Besancon;0900236T;233;2MMV;24
Besancon;0900236T;233;2MRC1;20
Besancon;0900236T;233;2MRC2;20
Besancon;0900236T;233;2MRC3;20
Besancon;0900236T;233;2REMI;24
Besancon;0900236T;233;TMCVA1;20
Besancon;0900236T;233;TMCVA2;20
Besancon;0900236T;233;TMCVB;20
Besancon;0900236T;233;TMMV;24
Besancon;0900236T;233;TTCI;24
Besancon;0900236T;233;TLOG;30
Besancon;0900236T;233;TMCVA3;20
Besancon;0900004R;232;45293;0
Besancon;0900004R;232;45324;0
Besancon;0900004R;232;45353;0
Besancon;0900004R;232;45384;0
Besancon;0900004R;232;45414;0
Besancon;0900004R;232;45445;0
Besancon;0900004R;232;45475;0
Besancon;0250063H;254;2PAGORA;18
Besancon;0250063H;254;2PASSP;0
