ACADEMIE;CODE_RNE (UAI);ID_ETAB_SCONET (ETAB_UAJ_Id);DIVISION (CLASSE);EFFECTIF DECLARE;MINISTERE
Nice;0831440P;459;2HO1;24
Nice;0831440P;459;2HO2;24
Nice;0831440P;459;2PECP;30
Nice;0831616F;461;2 GT10;35
Nice;0831407D;460;S01;35
Nice;0831407D;460;S02;35
Nice;0831407D;460;S03;35
Nice;0831407D;460;S04;35
Nice;0831407D;460;S05;35
Nice;0831407D;460;S06;35
Nice;0831407D;460;S07;35
Nice;0831407D;460;S08;35
Nice;0831407D;460;S09;35
Nice;0831407D;460;S10;35
Nice;0831407D;460;S11;35
Nice;0831407D;460;S12;35
Nice;0831407D;460;S13;35
Nice;0831407D;460;S14;35
Nice;0060776L;831;2AGO;20
Nice;0060776L;831;2MRC1;32
Nice;0060776L;831;2MRC2;32
Nice;0061478Z;650;2-MCD;25
Nice;0061478Z;650;2-MEMNB1;25
Nice;0061478Z;650;2-MEMNB2;25
Nice;0061478Z;650;2-MTNE;15
Nice;0061478Z;650;2-T1;30
Nice;0061478Z;650;2-T2;30
Nice;0061478Z;650;2-T3;20
Nice;0061478Z;650;2-T4;30
Nice;0061478Z;650;2-T5;30
Nice;0061478Z;650;2-T6;35
Nice;0061884R;220;0,2;35
Nice;0061884R;220;0,02;36
Nice;0061884R;220;0,002;35
Nice;0061884R;220;0,0002;35
Nice;0061884R;220;0,00002;35
Nice;0061884R;220;0,000002;35
Nice;0061884R;220;0,0000002;35
Nice;0061884R;220;0,00000002;35
Nice;0061884R;220;0,000000002;35
Nice;0061884R;220;0,0000000002;35
Nice;0061884R;220;0,00000000002;35
Nice;0060673Z;816;20;33
Nice;0060673Z;816;200;33
Nice;0060673Z;816;2000;33
Nice;0060673Z;816;20000;34
Nice;0060673Z;816;200000;33
Nice;0060673Z;816;2000000;33
Nice;0060673Z;816;20000000;33
Nice;0061760F;144;201ROSE;31
Nice;0061760F;144;202MAUVE;33
Nice;0061760F;144;203PIN;32
Nice;0061760F;144;204HETRE;29
Nice;0061760F;144;205IRIS;29
Nice;0061760F;144;206ORME;29
Nice;0061760F;144;207LYS;30
Nice;0061760F;144;208SAULE;32
Nice;0061760F;144;209LILAS;30
Nice;0061760F;144;210LOTUS;35
Nice;0061760F;144;211CHENE;30
Nice;0061760F;144;212CEDRE;36
Nice;0061760F;144;213GENET;36
Nice;0060043P;242;2GATL;20
Nice;0060043P;242;2MBB1;15
Nice;0060043P;242;2MBB2;15
Nice;0060043P;242;2MRC1;20
Nice;0060043P;242;2MRC2;20
Nice;0060043P;242;2MRC3;20
Nice;0060043P;242;2ASSP1;20
Nice;0060043P;242;2ASSP2;20
Nice;0060043P;242;2ASSP3;20
Nice;0060020P;189;2DE 01;35
Nice;0060020P;189;2DE 02;35
Nice;0060020P;189;2DE 03;35
Nice;0060020P;189;2DE 04;35
Nice;0060020P;189;2DE 05;35
Nice;0060020P;189;2DE 06;35
Nice;0060020P;189;2DE 07;35
Nice;0060020P;189;2DE 08;35
Nice;0060020P;189;2DE 09;35
Nice;0060020P;189;2DE 10;35
Nice;0060020P;189;2DE 11;35
Nice;0060020P;189;2DE 12;35
Nice;0830058M;624;2PMIA;24
Nice;0060774J;830;2GTA;36
Nice;0060774J;830;2GTB;34
Nice;0060774J;830;2GTC;36
Nice;0060023T;7;2ASSP;30
Nice;0060023T;7;2HPS;15
Nice;0060023T;7;2MRC1;25
Nice;0060023T;7;2MRC2;25
Nice;0060023T;7;2MRC3;25
Nice;0062089N;867;201;35
Nice;0062089N;867;202;35
Nice;0062089N;867;203;35
Nice;0062089N;867;204;35
Nice;0062089N;867;205;35
Nice;0062089N;867;206;35
Nice;0062089N;867;207;35
Nice;0062089N;867;208;35
Nice;0062089N;867;209;35
Nice;0060011E;44;D01;43
Nice;0060011E;44;D02;53
Nice;0060011E;44;D03;44
Nice;0060011E;44;D04;45
Nice;0060011E;44;D05;44
Nice;0060011E;44;D06;35
Nice;0060011E;44;D07;45
Nice;0060011E;44;D08;43
Nice;0060011E;44;D09;34
Nice;0060011E;44;D10;33
Nice;0060011E;44;D11;33
Nice;0060011E;44;D12;43
Nice;0060011E;44;D13;35
Nice;0060011E;44;D14;35
Nice;0060011E;44;D15;35
Nice;0060729K;823;2A;33
Nice;0060729K;823;2B;33
Nice;0060729K;823;2C;33
Nice;0060729K;823;2D;33
Nice;0830042V;124;S01;0
Nice;0830042V;124;S02;0
Nice;0830042V;124;S03;25
Nice;0830042V;124;S04;0
Nice;0830042V;124;S05;0
Nice;0830042V;124;S06;0
Nice;0830042V;124;S07;0
Nice;0830042V;124;S08;0
Nice;0830042V;124;S09;0
Nice;0830042V;124;S10;0
Nice;0830042V;124;S11;0
Nice;0830042V;124;S12;0
Nice;0830042V;124;S13;0
Nice;0830042V;124;S14;0
Nice;0830042V;124;S15;0
Nice;0830042V;124;SAGORA;30
Nice;0830042V;124;SMRC1;22
Nice;0830042V;124;SMRC2;0
Nice;0830042V;124;SMRC3;22
Nice;0830042V;124;SMRC4;0
Nice;0060001U;182;201;36
Nice;0060001U;182;202;35
Nice;0060001U;182;203;35
Nice;0060001U;182;204;36
Nice;0060001U;182;205;36
Nice;0060001U;182;206;35
Nice;0060001U;182;207;35
Nice;0060001U;182;208;35
Nice;0060001U;182;209;36
Nice;0060001U;182;210;35
Nice;0060001U;182;211;35
Nice;0060001U;182;212;35
Nice;0060001U;182;213;24
Nice;0060001U;182;2SHN;24
Nice;0060001U;182;2UPE2A;12
Nice;0830923C;451;45293;31
Nice;0830923C;451;45324;31
Nice;0830923C;451;45353;31
Nice;0830923C;451;45384;31
Nice;0830923C;451;45414;31
Nice;0830923C;451;45445;31
Nice;0830923C;451;45475;31
Nice;0830923C;451;45506;31
Nice;0830923C;451;45537;31
Nice;0830923C;451;45567;31
Nice;0830923C;451;45598;31
Nice;0830923C;451;45628;31
Nice;0830923C;451;41306;31
Nice;0830923C;451;2AMA1;18
Nice;0830923C;451;2AMA2;18
Nice;0830923C;451;2PMIA;24
Nice;0830923C;451;2REMI;24
Nice;0830923C;451;2TNE;24
Nice;0830923C;451;2TNE-PMI;24
Nice;0060023T;7;2MHR1;24
Nice;0060023T;7;2MHR2;24
Nice;0060009C;41;201;35
Nice;0060009C;41;202;35
Nice;0060009C;41;203;35
Nice;0060009C;41;204;35
Nice;0060009C;41;205;35
Nice;0060009C;41;207;35
Nice;0060009C;41;208;35
Nice;0060009C;41;209;35
Nice;0060009C;41;211;35
Nice;0060009C;41;213;35
Nice;0060009C;41;214;35
Nice;0060009C;41;215;35
Nice;0060009C;41;216;35
Nice;0060009C;41;217;35
Nice;0060009C;41;218;35
Nice;0060009C;41;212 ALL;35
Nice;0060009C;41;210 BACH;35
Nice;0060009C;41;206 ITA;35
Nice;0060013G;191;2A;35
Nice;0060013G;191;2B;35
Nice;0060013G;191;2C;35
Nice;0060013G;191;2D;35
Nice;0060013G;191;2E;35
Nice;0060013G;191;2F;35
Nice;0060013G;191;2G;35
Nice;0060013G;191;2H;35
Nice;0060023T;7;2GATL;30
Nice;0830025B;186;2NDE01;35
Nice;0830025B;186;2NDE02;35
Nice;0830025B;186;2NDE03;35
Nice;0830025B;186;2NDE04;35
Nice;0830025B;186;2NDE05;34
Nice;0830025B;186;2NDE06;33
Nice;0830025B;186;2NDE07;35
Nice;0830025B;186;2NDE08;35
Nice;0830025B;186;2NDE09;35
Nice;0830025B;186;2NDE10;35
Nice;0830025B;186;2NDE11;35
Nice;0830025B;186;2NDE12;35
Nice;0830025B;186;2NDE13;35
Nice;0831354W;723;2AGORA;20
Nice;0831354W;723;2MBBE1;16
Nice;0831354W;723;2MBBE2;15
Nice;0831354W;723;2MOD;32
Nice;0831354W;723;2MRC1;20
Nice;0831354W;723;2MRC2;20
Nice;0831354W;723;2MRC3;22
Nice;0831354W;723;2MV VTR;22
Nice;0060082G;521;2CAR;20
Nice;0060082G;521;2MVA1;30
Nice;0060082G;521;2MVA2;31
Nice;0060082G;521;2REMI1;24
Nice;0060082G;521;2REMI2;24
Nice;0060082G;521;2MP3D;13
Nice;0060082G;521;UPE2A;20
Nice;0060082G;521;2MTNE1;27
Nice;0060082G;521;2MTNE2;27
Nice;0061561P;223;2 MS;24
Nice;0061561P;223;2CDBTP;12
Nice;0061561P;223;2GATL;30
Nice;0061561P;223;2MPMIA;15
Nice;0061561P;223;2MTNE 1;24
Nice;0061561P;223;2MTNE 2;24
Nice;0061561P;223;2MTNE 3;12
Nice;0061763J;442;501;45
Nice;0061763J;442;502;40
Nice;0061763J;442;503;35
Nice;0061763J;442;504;35
Nice;0061763J;442;505;35
Nice;0061763J;442;506;35
Nice;0061763J;442;507;35
Nice;0061763J;442;508;35
Nice;0061763J;442;509;35
Nice;0061763J;442;510;35
Nice;0061763J;442;511;35
Nice;0061763J;442;512;35
Nice;0061763J;442;UPE2A;60
Nice;0060670W;809;2GT1;40
Nice;0060670W;809;2GT2;40
Nice;0060670W;809;2GT3;40
Nice;0060040L;455;2 B;24
Nice;0060040L;455;2 C;24
Nice;0060040L;455;2 D;12
Nice;0830053G;137;201;46
Nice;0830053G;137;202;55
Nice;0830053G;137;203;55
Nice;0830053G;137;204;55
Nice;0830053G;137;205;55
Nice;0830053G;137;206;55
Nice;0830053G;137;207;55
Nice;0830053G;137;208;55
Nice;0830053G;137;209;55
Nice;0830053G;137;210;55
Nice;0830053G;137;211;55
Nice;0830053G;137;212;55
Nice;0830053G;137;213;55
Nice;0830053G;137;214;55
Nice;0830053G;137;215;35
Nice;0061635V;2;2HPS;15
Nice;0061635V;2;2MA1;24
Nice;0061635V;2;2MA2;12
Nice;0061635V;2;2MHR1;24
Nice;0061635V;2;2MHR2;24
Nice;0061635V;2;2MHR3;24
Nice;0061635V;2;2MRC1;24
Nice;0061635V;2;2MRC2;24
Nice;0061635V;2;2MRC3;18
Nice;0830058M;624;2MTNE1;0
Nice;0062256V;896;2NDE;19
Nice;0060033D;219;2NDE01;35
Nice;0060033D;219;2NDE02;35
Nice;0060033D;219;2NDE03;34
Nice;0060033D;219;2NDE04;35
Nice;0060033D;219;2NDE05;35
Nice;0060033D;219;2NDE06;35
Nice;0060033D;219;2NDE07;35
Nice;0060033D;219;2NDE08;35
Nice;0060033D;219;2NDE09;35
Nice;0060033D;219;2NDE10;35
Nice;0060033D;219;2NDE11;35
Nice;0060033D;219;2NDE12;35
Nice;0060033D;219;2NDE13;35
Nice;0060033D;219;2NDE14;34
Nice;0831646N;729;2NDE01;35
Nice;0831646N;729;2NDE02;35
Nice;0831646N;729;2NDE03;24
Nice;0831646N;729;2NDE04;35
Nice;0831646N;729;2NDE05;35
Nice;0831646N;729;2NDE06;35
Nice;0831646N;729;2NDE07;24
Nice;0831646N;729;2NDE08;35
Nice;0831646N;729;2NDE09;35
Nice;0831646N;729;2NDE10;35
Nice;0831646N;729;2NDE11;35
Nice;0831646N;729;2NDE12;35
Nice;0831646N;729;2NDE13;35
Nice;0831646N;729;2NDE14;16
Nice;0831646N;729;2NDE15;35
Nice;0061642C;581;2NDE01;34
Nice;0061642C;581;2NDE02;30
Nice;0060033D;219;2NDE15;40
Nice;0831551K;865;2A;32
Nice;0831551K;865;2B;33
Nice;0831551K;865;2C;33
Nice;0060075Z;561;2NDE1;36
Nice;0060075Z;561;2NDE2;36
Nice;0060075Z;561;2NDE3;36
Nice;0060075Z;561;2NDE4;36
Nice;0060075Z;561;2NDE5;35
Nice;0060075Z;561;2NDE6;35
Nice;0060075Z;561;2NDE7;35
Nice;0830007G;154;2 ASSP;30
Nice;0830007G;154;2 GALT;15
Nice;0830007G;154;2 MRC1;30
Nice;0830007G;154;2 MRC2;30
Nice;0830007G;154;2GT1;35
Nice;0830007G;154;2GT10;35
Nice;0830007G;154;2GT11;35
Nice;0830007G;154;2GT12;35
Nice;0830007G;154;2GT13;35
Nice;0830007G;154;2GT14;35
Nice;0830007G;154;2GT2;35
Nice;0830007G;154;2GT3;35
Nice;0830007G;154;2GT4;35
Nice;0830007G;154;2GT5;35
Nice;0830007G;154;2GT6;35
Nice;0830007G;154;2GT7;35
Nice;0830007G;154;2GT8;35
Nice;0830007G;154;2GT9;35
Nice;0831453D;216;2FMA;24
Nice;0831453D;216;2FMH1;24
Nice;0831453D;216;2FMH2;24
Nice;0831453D;216;2STHR1;24
Nice;0831453D;216;2STHR2;24
Nice;0060677D;810;2A;44
Nice;0060677D;810;2B;45
Nice;0060677D;810;2C;46
Nice;0060677D;810;2D;46
Nice;0060677D;810;2E;69
Nice;0060011E;44;D16;35
Nice;0831559U;193;201;35
Nice;0831559U;193;202;35
Nice;0831559U;193;203;35
Nice;0831559U;193;204;35
Nice;0831559U;193;205;35
Nice;0831559U;193;206;35
Nice;0831559U;193;207;35
Nice;0831559U;193;208;35
Nice;0831559U;193;209;35
Nice;0831559U;193;210;35
Nice;0831559U;193;211;35
Nice;0831559U;193;212;35
Nice;0831559U;193;213;35
Nice;0831559U;193;2MPMIA;30
Nice;0831559U;193;2MTNE1;30
Nice;0831559U;193;2MTNE2;30
Nice;0060002V;141;2EMM;10
Nice;0060002V;141;2GATL;30
Nice;0060002V;141;2MN;30
Nice;0060002V;141;2MRCU1;30
Nice;0060002V;141;2MRCU2;30
Nice;0060002V;141;2MTNE1;23
Nice;0060002V;141;2MTNE2;23
Nice;0060002V;141;2MTNE3;23
Nice;0060022S;706;2BAT;15
Nice;0060022S;706;2VAM1;20
Nice;0060022S;706;2VAM2;20
Nice;0060022S;706;2AMA1;15
Nice;0060022S;706;2AMA2;15
Nice;0060022S;706;2MSPC;15
Nice;0830116A;853;2MGATL;26
Nice;0830116A;853;2MRC1;27
Nice;0830116A;853;2MRC2;28
Nice;0831207L;860;2GT;18
Nice;0061642C;581;2NDE03;35
Nice;0061642C;581;2NDE04;30
Nice;0061642C;581;2NDE05;35
Nice;0061642C;581;2NDE06;35
Nice;0061642C;581;2NDE07;36
Nice;0061642C;581;2NDE08;34
Nice;0830016S;188;2BAEPA;15
Nice;0830016S;188;2BAGO;30
Nice;0830016S;188;2BASSP;31
Nice;0830016S;188;2BM1;21
Nice;0830016S;188;2BM2;21
Nice;0830016S;188;2BMHR;25
Nice;0830016S;188;2BMRC1;31
Nice;0830016S;188;2BMRC2;31
Nice;0830016S;188;2BMRC3;16
Nice;0061642C;581;2NDE09;36
Nice;0061642C;581;2NDE10;34
Nice;0061642C;581;2NDE11;36
Nice;0061642C;581;2NDE12;24
Nice;0061642C;581;2NDE18;12
Nice;0830016S;188;2BCPA;20
Nice;0061987C;708;2A;35
Nice;0061987C;708;2B;35
Nice;0061987C;708;2C;33
Nice;0061987C;708;2MRC;21
Nice;0061987C;708;2TNE;17
Nice;0060029Z;481;2NDE01;34
Nice;0060029Z;481;2NDE02;38
Nice;0060029Z;481;2NDE03;37
Nice;0060029Z;481;2NDE04;39
Nice;0060029Z;481;2NDE05;38
Nice;0060029Z;481;2NDE06;37
Nice;0060029Z;481;2NDE07;36
Nice;0060029Z;481;2NDE08;39
Nice;0060029Z;481;2NDE09;35
Nice;0060029Z;481;2NDE10;37
Nice;0060029Z;481;2NDE11;39
Nice;0060029Z;481;2NDE12;35
Nice;0060029Z;481;2NDE13;35
Nice;0060029Z;481;2NDE14;36
Nice;0060029Z;481;2NDE15;41
Nice;0831563Y;185;2 1;35
Nice;0831563Y;185;2 10;35
Nice;0831563Y;185;2 11;35
Nice;0831563Y;185;2 12;35
Nice;0831563Y;185;2 2;36
Nice;0831563Y;185;2 3;33
Nice;0831563Y;185;2 4;35
Nice;0831563Y;185;2 5;35
Nice;0831563Y;185;2 6;34
Nice;0831563Y;185;2 7;35
Nice;0831563Y;185;2 8;32
Nice;0831563Y;185;2 9;35
Nice;0831563Y;185;2 NTE2;24
Nice;0831563Y;185;2 TNE1;24
Nice;0831563Y;185;2MS;24
Nice;0060029Z;481;2NDE17;45
Nice;0830059N;125;2AEPA;15
Nice;0830059N;125;2ASSP1;30
Nice;0830059N;125;2ASSP2;30
Nice;0830059N;125;2ASSP3;15
Nice;0830059N;125;2GATL;30
Nice;0830059N;125;2GT;32
Nice;0830059N;125;2HPS;15
Nice;0830059N;125;2MRC1;31
Nice;0830059N;125;2MRC2;31
Nice;0830059N;125;2MRC3;30
Nice;0062015H;726;2NDE01;35
Nice;0062015H;726;2NDE02;35
Nice;0062015H;726;2NDE03;35
Nice;0062015H;726;2NDE04;35
Nice;0062015H;726;2NDE05;35
Nice;0062015H;726;2NDE06;35
Nice;0062015H;726;2NDE07;35
Nice;0062015H;726;2NDE08;35
Nice;0062015H;726;2NDE09;35
Nice;0062015H;726;2NDE10;35
Nice;0062015H;726;2NDE11;35
Nice;0831014B;454;2PMB TP;30
Nice;0831014B;454;2PMEMN1;30
Nice;0831014B;454;2PMEMN2;12
Nice;0831014B;454;2PMHR1;30
Nice;0831014B;454;2PMHR2;30
Nice;0831014B;454;2PMNTE 1;24
Nice;0831014B;454;2PMNTE 2;12
Nice;0831014B;454;2PMRC1;31
Nice;0831014B;454;2PMRC2;30
Nice;0831014B;454;2PMRC3;15
Nice;0061462G;841;2MIGC;24
Nice;0061462G;841;2MMVA;24
Nice;0061462G;841;2PMIA;28
Nice;0061462G;841;2TMATCB;28
Nice;0061462G;841;2TNE1;28
Nice;0061462G;841;2TNE2RM;27
Nice;0061462G;841;2TNEE;28
Nice;0060042N;691;2 ASSP1;22
Nice;0060042N;691;2 ASSP2;23
Nice;0060042N;691;2 GATL1;20
Nice;0060042N;691;2 GATL2;22
Nice;0060042N;691;2GATL3;19
Nice;0060042N;691;2GATL4;18
Nice;0060042N;691;2MRC1;20
Nice;0060042N;691;2MRC2;20
Nice;0060042N;691;2MRC3;20
Nice;0060042N;691;2MM;15
Nice;0060042N;691;2MS;24
Nice;0060042N;691;2AEPA;15
Nice;0830015R;160;201;36
Nice;0830015R;160;202;36
Nice;0830015R;160;203;36
Nice;0830015R;160;204;36
Nice;0830015R;160;205;36
Nice;0830015R;160;206;33
Nice;0830015R;160;207;35
Nice;0830015R;160;208;36
Nice;0830015R;160;209;36
Nice;0830015R;160;210;35
Nice;0830015R;160;211;35
Nice;0830015R;160;212;34
Nice;0830015R;160;213;34
Nice;0060014H;192;2E 1;35
Nice;0060014H;192;2E 2;35
Nice;0060014H;192;2E 3;35
Nice;0060014H;192;2E 4;35
Nice;0060014H;192;2E 5;35
Nice;0060014H;192;2E 6;35
Nice;0060014H;192;2E 7;35
Nice;0060014H;192;2E 8;35
Nice;0061763J;442;513;35
Nice;0060030A;46;501;35
Nice;0060030A;46;502;34
Nice;0060030A;46;503;35
Nice;0060030A;46;504;35
Nice;0060030A;46;505;36
Nice;0060030A;46;506;35
Nice;0060030A;46;507;35
Nice;0060030A;46;508;35
Nice;0060030A;46;509;35
Nice;0060030A;46;510;35
Nice;0060030A;46;511;35
Nice;0060015J;45;2 MMV1;15
Nice;0060015J;45;2 MMV2;15
Nice;0060015J;45;2 GATL1;15
Nice;0060015J;45;2 GATL2;15
Nice;0060015J;45;2 MRC1;20
Nice;0060015J;45;2 MRC2;20
Nice;0060015J;45;2 MRC3;20
Nice;0060015J;45;2 MRC4;20
Nice;0060015J;45;2 MRC5;20
Nice;0060031B;81;201;35
Nice;0060031B;81;202;35
Nice;0060031B;81;203;35
Nice;0060031B;81;204;35
Nice;0060031B;81;205;35
Nice;0060031B;81;206;35
Nice;0060031B;81;207;35
Nice;0060031B;81;208;34
Nice;0060031B;81;209;34
Nice;0060031B;81;210;34
Nice;0060031B;81;211;35
Nice;0060031B;81;212;35
Nice;0831444U;863;2AGORA;16
Nice;0831444U;863;2NDE1;35
Nice;0831444U;863;2NDE2;35
Nice;0831444U;863;2NDE3;36
Nice;0831444U;863;2NDEMDS;16
Nice;0831444U;863;2PROU;10
Nice;0060034E;196;2BTHR1;24
Nice;0060034E;196;2BTHR2;24
Nice;0060034E;196;2BTHR3;24
Nice;0060034E;196;2PRO1;24
Nice;0060034E;196;2PRO2;24
Nice;0060034E;196;2PRO3;24
Nice;0060034E;196;2PRO4;24
Nice;0060034E;196;2PRO5;24
Nice;0060034E;196;BACCSR1A;4
Nice;0060034E;196;BACCUI1A;7
Nice;0061691F;8;2GT01;35
Nice;0061691F;8;2GT02;35
Nice;0061691F;8;2GT03;35
Nice;0061691F;8;2GT04;35
Nice;0061691F;8;2GT05;35
Nice;0061691F;8;2GT06;38
Nice;0061691F;8;2GT07;38
Nice;0061691F;8;2GT08;35
Nice;0061691F;8;2GT09;35
Nice;0061691F;8;2GT10;35
Nice;0061691F;8;2GT11;35
Nice;0061691F;8;2GT12;35
Nice;0061691F;8;2GT13;35
Nice;0061691F;8;2GT14;35
Nice;0060026W;21;701;35
Nice;0060026W;21;702;35
Nice;0060026W;21;703;35
Nice;0060026W;21;704;35
Nice;0060026W;21;705;37
Nice;0060026W;21;706;35
Nice;0060026W;21;707;35
Nice;0060026W;21;708;35
Nice;0060026W;21;709;35
Nice;0831243A;217;SEC01;33
Nice;0831243A;217;SEC02;33
Nice;0831187P;856;2EMI-MIA;22
Nice;0831187P;856;2MMMV;24
Nice;0831187P;856;2MTNE;24
Nice;0831243A;217;SEC03;33
Nice;0831243A;217;SEC04;33
Nice;0831243A;217;SEC05;33
Nice;0831243A;217;SEC06;33
Nice;0831243A;217;SEC07;33
Nice;0831243A;217;SEC08;33
Nice;0831243A;217;SEC09;33
Nice;0831243A;217;SEC10;33
Nice;0831243A;217;SEC11;33
Nice;0831243A;217;SEC12;33
Nice;0831243A;217;SEC13;33
Nice;0831243A;217;SEC14;33
Nice;0831243A;217;SEC15;33
Nice;0060027X;3;P701;22
Nice;0060027X;3;P702;22
Nice;0060027X;3;P703;24
Nice;0060027X;3;P710;15
Nice;0830058M;624;2MTNE2;0
Nice;0830058M;624;2MTNE3;0
Nice;0830058M;624;2MTNE4;0
Nice;0830058M;624;2MTNE5;0
Nice;0830058M;624;2CPA;0
Nice;0830058M;624;2MMMV1;0
Nice;0830058M;624;2MMMV2;0
Nice;0060773H;829;L-2A;44
Nice;0060773H;829;L-2B;44
Nice;0060773H;829;L-2C;44
Nice;0060773H;829;L-2D;44
Nice;0830050D;127;2NDE 01;30
Nice;0830050D;127;2NDE 02;30
Nice;0830050D;127;2NDE 03;30
Nice;0830050D;127;2NDE 04;35
Nice;0830050D;127;2NDE 05;30
Nice;0830050D;127;2NDE 06;30
Nice;0830050D;127;2NDE 07;35
Nice;0830050D;127;2NDE 08;30
Nice;0830050D;127;2NDE 09;30
Nice;0830050D;127;2NDE 10;30
Nice;0830050D;127;2NDE 11;30
Nice;0830050D;127;2NDE 12;30
Nice;0830050D;127;2NDE 13;30
Nice;0830050D;127;2NDE 14;30
Nice;0830050D;127;2NDE 15;30
Nice;0830050D;127;2NDE 16;30
Nice;0830050D;127;2NDE 17;30
Nice;0830032J;155;2 CIEL;30
Nice;0060028Y;142;2GA;30
Nice;0831242Z;642;2D01;24
Nice;0831242Z;642;2D02;24
Nice;0831242Z;642;2D03;24
Nice;0831242Z;642;2D04;24
Nice;0831242Z;642;2D05;24
Nice;0831242Z;642;2D06;24
Nice;0831242Z;642;2D07;24
Nice;0831242Z;642;2D08;24
Nice;0831242Z;642;2D09;24
Nice;0831242Z;642;2D10;24
Nice;0831242Z;642;2D11;24
Nice;0831242Z;642;2D12;24
Nice;0831242Z;642;2D13;24
Nice;0831242Z;642;2D14;24
Nice;0831242Z;642;2D15;24
Nice;0831242Z;642;2D16;24
Nice;0831242Z;642;2_AGO;15
Nice;0831242Z;642;2_MRC1;15
Nice;0831242Z;642;2_MRC2;15
Nice;0831242Z;642;2_MRC3;15
Nice;0831242Z;642;2_MRC4;15
Nice;0060028Y;142;2MHR1;30
Nice;0060028Y;142;2MHR2;30
Nice;0060028Y;142;2MRC1;22
Nice;0060028Y;142;2MRC2;23
Nice;0060022S;706;2TNE;30
Nice;0830101J;846;21;31
Nice;0830101J;846;22;31
Nice;0830101J;846;23;31
Nice;0830101J;846;24;31
Nice;0830101J;846;25;31
Nice;0830101J;846;26;32
Nice;0830101J;846;2GATL;13
Nice;0830101J;846;2MRC;19
Nice;0830960T;641;SCTRM;24
Nice;0830960T;641;SLOG;30
Nice;0830960T;641;SMMV1;10
Nice;0830960T;641;SMMV2;20
Nice;0830960T;641;SOBM;15
Nice;0830960T;641;STNE1;30
Nice;0830960T;641;STNE2;30
Nice;0830015R;160;214;35
Nice;0830015R;160;215;35
Nice;0060038J;468;2CD1;15
Nice;0060038J;468;2CD2;15
Nice;0060038J;468;2CD3;15
Nice;0060038J;468;2EM4;15
Nice;0060038J;468;2EM5;15
Nice;0060038J;468;2MCVA;30
Nice;0060038J;468;2MCVB;5
Nice;0060038J;468;2NT6;15
Nice;0060038J;468;2NT7;15
Nice;0060038J;468;2NT8;15
Nice;0061394H;835;2AEPA;20
Nice;0061394H;835;2ASSPA;35
Nice;0061394H;835;2ASSPB;14
Nice;0061394H;835;2MGATL;34
Nice;0061394H;835;2MRCA;35
Nice;0061394H;835;2MRCB;34
Nice;0060043P;242;2MBB3;15
Nice;0830032J;155;2GT1;35
Nice;0830032J;155;2GT2;35
Nice;0830032J;155;2GT3;35
Nice;0830032J;155;2GT4;35
Nice;0830032J;155;2GT5;35
Nice;0830032J;155;2GT6;35
Nice;0830032J;155;2GT7;35
Nice;0830032J;155;2GT8;35
Nice;0830032J;155;2GT9;35
Nice;0830032J;155;2GT10;35
Nice;0830032J;155;2GT11;35
Nice;0830661T;130;2GATL1;20
Nice;0830661T;130;2GATL2;20
Nice;0830661T;130;2GATL3;20
Nice;0830661T;130;2MRC1;23
Nice;0830661T;130;2MRC2;23
Nice;0830661T;130;2MRC3;23
Nice;0060668U;815;2A;36
Nice;0060668U;815;2B;36
Nice;0060668U;815;2C;35
Nice;0060668U;815;2D;36
Nice;0060668U;815;2E;37
Nice;0060674A;817;2A;35
Nice;0060674A;817;2B;35
Nice;0060674A;817;2C;0
Nice;0060674A;817;2D;35
Nice;0060674A;817;2E;35
Nice;0060674A;817;2F;35
Nice;0060674A;817;2I;35
Nice;0831242Z;642;2D17;24
Nice;0831242Z;642;2D18;24
Nice;0830007G;154;2GT15;35
Nice;0062015H;726;2NDE12;34
Nice;0830098F;844;45293;36
Nice;0830098F;844;45324;33
Nice;0830098F;844;45353;24
Nice;0830098F;844;45384;28
Nice;0830098F;844;45414;27
Nice;0830053G;137;216;36
Nice;0831187P;856;2ASS-AEP;22
Nice;0830099G;845;2G1;26
Nice;0830099G;845;2G2;24
Nice;0830099G;845;2G3;26
Nice;0830099G;845;2G4;25
Nice;0830099G;845;2G5;25
Nice;0830099G;845;2G6;25
Nice;0060750H;827;2NDE1;34
Nice;0060750H;827;2NDE2;34
Nice;0060750H;827;2NDE3;34
Nice;0060750H;827;2NDE4;35
Nice;0060750H;827;2NDE5;34
Nice;0060750H;827;2NDE6;33
Nice;0060715V;821;2PRO;36
Nice;0061852F;842;2GT A;24
Nice;0061852F;842;2GT B;23
Nice;0060735S;824;2SASO;19
Nice;0830100H;812;20;25
Nice;0830100H;812;200;28
Nice;0830100H;812;2000;26
Nice;0830100H;812;20000;27
Nice;0830095C;843;2D1;36
Nice;0830095C;843;2D2;37
Nice;0830095C;843;2D3;36
Nice;0830095C;843;2D4;36
Nice;0830114Y;852;2NDPRO;15
Nice;0062147B;870;20;36
Nice;0062147B;870;200;36
Nice;0062147B;870;2000;36
Nice;0830661T;130;2MRC4;23
Nice;0831354W;723;2MN;32
Nice;0061691F;8;ULIS;10
Nice;0830015R;160;UPE2A;5
Normandie;0500065Z;12305;501;36
Normandie;0500065Z;12305;502;36
Normandie;0500065Z;12305;503;33
Normandie;0500065Z;12305;504;32
Normandie;0500065Z;12305;505;36
Normandie;0500065Z;12305;506;35
