EP 2023-2024;Numéro d'établissement;Patronyme;Appartenance à un REP 2015 Lib L;Appartenance à un REPPLUS Lib L;En QPV 2024 DEPP oui/non
Hors EP;0130042A;MONTGRAND;NON;NON;Dans QP
Hors EP;0770927P;INTERNATIONAL FRANCOIS 1ER;NON;NON;
Hors EP;0932047V;EVARISTE GALOIS;NON;NON;Dans QP
Hors EP;0420044V;SIMONE WEIL;NON;NON;
Hors EP;0060026W;PIERRE ET MARIE CURIE;NON;NON;
Hors EP;0781819D;EMILIE DE BRETEUIL;NON;NON;
Hors EP;0030026M;PAUL CONSTANS;NON;NON;Dans QP
Hors EP;0620052V;EDOUARD BRANLY;NON;NON;Dans QP
Hors EP;0500082T;HENRI CORNAT;NON;NON;
Hors EP;0760090K;PIERRE CORNEILLE;NON;NON;
Hors EP;0100022V;CHRESTIEN DE TROYES;NON;NON;Dans QP
Hors EP;0771237B;ST LAURENT-LA PAIX NOTRE DAME;NON;NON;Dans QP
Hors EP;0850076W;JEAN XXIII;NON;NON;
Hors EP;0910843X;SAINT PIERRE;NON;NON;
Hors EP;0540040A;FREDERIC CHOPIN;NON;NON;Dans QP
Hors EP;0880019T;LOUIS LAPICQUE;NON;NON;Dans QP
Hors EP;0880153N;FILIERE BOIS ANDRE MALRAUX;NON;NON;Dans QP
Hors EP;0220056S;FRANCOIS RABELAIS;NON;NON;Dans QP
Hors EP;0350011X;JEAN GUEHENNO;NON;NON;
Hors EP;0950648N;JEAN-JACQUES ROUSSEAU;NON;NON;
Hors EP;0941918Z;CHRISTOPHE COLOMB;NON;NON;
Hors EP;9741052A;STELLA;NON;NON;
Hors EP;0500065Z;LE VERRIER;NON;NON;Dans QP
Hors EP;0120022J;FERDINAND FOCH;NON;NON;
Hors EP;0911492C;L'ESSOURIAU;NON;NON;Dans QP
Hors EP;0911937L;FRANCOIS TRUFFAUT;NON;NON;
Hors EP;0530048P;IMMACULEE CONCEPTION;NON;NON;
Hors EP;9710002A;GERVILLE REACHE;NON;NON;
Hors EP;0590110Z;JEAN PERRIN;NON;NON;Dans QP
Hors EP;0782567S;MARIE CURIE;NON;NON;
Hors EP;0592944E;SAINT ADRIEN LA SALLE;NON;NON;Dans QP
Hors EP;0931565W;FLORA TRISTAN;NON;NON;Dans QP
Hors EP;0620140R;EUGENE WOILLEZ;NON;NON;
Hors EP;0762880T;RAYMOND QUENEAU;NON;NON;
Hors EP;0911577V;JACQUES PREVERT;NON;NON;Dans QP
Hors EP;0690522T;AUX LAZARISTES;NON;NON;
Hors EP;0630077S;AMBROISE BRUGIERE;NON;NON;Dans QP
Hors EP;0930116W;HENRI WALLON;NON;NON;Dans QP
Hors EP;0932048W;BLAISE CENDRARS;NON;NON;Dans QP
Hors EP;9710922A;YVES LEBORGNE;NON;NON;
Hors EP;0310047H;OZENNE;NON;NON;
Hors EP;0820917B;OLYMPE DE GOUGES;NON;NON;
Hors EP;0141164P;SAINTE MARIE;NON;NON;Dans QP
Hors EP;0740051D;ANNA DE NOAILLES;NON;NON;
Hors EP;0382895R;PHILIBERT DELORME;NON;NON;Dans QP
Hors EP;0442095N;LA HERDRIE;NON;NON;
Hors EP;0190032G;EDMOND PERRIER;NON;NON;
Hors EP;0352318E;JEAN BRITO;NON;NON;
Hors EP;0952284S;PHILIPPE KIEFFER;NON;NON;
Hors EP;0442774B;SAINT-FELIX - LA SALLE;NON;NON;
Hors EP;0630034V;MURAT;NON;NON;
Hors EP;0340991T;NEVERS;NON;NON;Dans QP
Hors EP;0850130E;ND DU ROC;NON;NON;Dans QP
Hors EP;0930123D;OLYMPE DE GOUGES;NON;NON;Dans QP
Hors EP;0740037N;MME DE STAEL;NON;NON;Dans QP
Hors EP;0541286E;LOUIS BERTRAND;NON;NON;
Hors EP;0593007Y;FREDERIC OZANAM;NON;NON;Dans QP
Hors EP;0740027C;MONT BLANC RENE DAYVE;NON;NON;
Hors EP;0490054T;FERNAND RENAUDEAU;NON;NON;Dans QP
Hors EP;0760174B;CLAUDE MONET;NON;NON;Dans QP
Hors EP;0780582J;JEAN VILAR;NON;NON;Dans QP
Hors EP;0781952Y;SONIA DELAUNAY;NON;NON;
Hors EP;0782565P;JULES FERRY;NON;NON;
Hors EP;0290044R;DE L'ELORN;NON;NON;
Hors EP;0352072M;INSTITUTION ST MALO-PROVIDENCE;NON;NON;
Hors EP;0932031C;CHARLES DE GAULLE;NON;NON;Dans QP
Hors EP;0690097F;CLAUDE BERNARD;NON;NON;Dans QP
Hors EP;0573227Y;LOUIS DE CORMONTAIGNE;NON;NON;Dans QP
Hors EP;0721094Y;LE MANS SUD;NON;NON;Dans QP
Hors EP;0762879S;VALLEE DU CAILLY;NON;NON;
Hors EP;0360009P;PIERRE ET MARIE CURIE;NON;NON;Dans QP
Hors EP;0940878U;TEILHARD DE CHARDIN;NON;NON;Dans QP
Hors EP;0820044C;PIERRE MARIE THEAS;NON;NON;Dans QP
Hors EP;0400046H;ANTOINE DE SAINT-EXUPERY;NON;NON;
Hors EP;0590010R;PAUL HAZARD;NON;NON;Dans QP
Hors EP;0420027B;GEORGES BRASSENS;NON;NON;Dans QP
Hors EP;9720003W;BELLEVUE;NON;NON;Dans QP
Hors EP;0460007H;CLEMENT MAROT;NON;NON;
Hors EP;0593225K;LYCEE PRIVE DE MARCQ;NON;NON;
Hors EP;0030025L;MADAME DE STAEL;NON;NON;
Hors EP;0932030B;MAURICE UTRILLO;NON;NON;Dans QP
Hors EP;0210015C;CARNOT;NON;NON;
Hors EP;0380092U;FERDINAND BUISSON;NON;NON;
Hors EP;9711032V;CHARLES COEFFIN;NON;NON;
Hors EP;0750704H;CARNOT;NON;NON;
Hors EP;0241137F;JAY DE BEAUFORT;NON;NON;
Hors EP;0860038Z;ALIENOR D AQUITAINE;NON;NON;Dans QP
Hors EP;0492406Z;SAINTE MARIE;NON;NON;Dans QP
Hors EP;0601823F;FRANCOIS TRUFFAUT;NON;NON;Dans QP
Hors EP;0920798T;RABELAIS;NON;NON;
Hors EP;0840072X;ST JOSEPH;NON;NON;
Hors EP;0250007X;VICTOR HUGO;NON;NON;Dans QP
Hors EP;0710048S;RENE CASSIN;NON;NON;Dans QP
Hors EP;0260022H;ALBERT TRIBOULET;NON;NON;Dans QP
Hors EP;0590212K;DE TOURCOING;NON;NON;Dans QP
Hors EP;0595885B;ARTHUR RIMBAUD;NON;NON;Dans QP
Hors EP;0922615T;LUCIE AUBRAC;NON;NON;
Hors EP;0951756T;JULES VERNE;NON;NON;Dans QP
Hors EP;0690564N;INSTITUTION DES CHARTREUX;NON;NON;
Hors EP;0940129E;JEAN MACE;NON;NON;Dans QP
Hors EP;0090015T;PYRENE;NON;NON;Dans QP
Hors EP;0810004P;LOUIS RASCOL;NON;NON;Dans QP
Hors EP;0071126L;SAINT DENIS;NON;NON;Dans QP
Hors EP;0772188K;PIERRE MENDES-FRANCE;NON;NON;Dans QP
Hors EP;9741173G;MOULIN JOLI;NON;NON;Dans QP
Hors EP;0590063Y;ALBERT CHATELET;NON;NON;Dans QP
Hors EP;0590207E;LOUIS PASTEUR;NON;NON;
Hors EP;0750705J;HONORE DE BALZAC;NON;NON;Dans QP
Hors EP;0790024X;PAUL GUERIN;NON;NON;
Hors EP;0670081Z;SECTIONS INTERNATIONALES;NON;NON;Dans QP
Hors EP;0950651S;JACQUES PREVERT;NON;NON;Dans QP
Hors EP;0530010Y;AMBROISE PARE;NON;NON;Dans QP
Hors EP;0370035M;DESCARTES;NON;NON;Dans QP
Hors EP;0510034K;FRANKLIN ROOSEVELT;NON;NON;
Hors EP;0782822U;PIERRE CORNEILLE;NON;NON;
Hors EP;0860755D;ISAAC DE L'ETOILE (FEUILLANTS);NON;NON;
Hors EP;0330020T;JAUFRE RUDEL;NON;NON;
Hors EP;0400017B;VICTOR DURUY;NON;NON;Dans QP
Hors EP;0641732K;SAINT-JOHN PERSE;NON;NON;Dans QP
Hors EP;0690023A;AMPERE;NON;NON;Dans QP
Hors EP;0342090M;VICTOR HUGO;NON;NON;
Hors EP;0831440P;ALBERT CAMUS;NON;NON;
Hors EP;0861228T;DU BOIS D'AMOUR;NON;NON;
Hors EP;0130053M;JEAN PERRIN;NON;NON;Dans QP
Hors EP;9740979W;JEAN HINGLO;NON;NON;Dans QP
Hors EP;0690103M;FREDERIC FAYS;NON;NON;Dans QP
Hors EP;0131862D;SACRE COEUR (LE);NON;NON;Dans QP
Hors EP;0753897D;SAINT-MICHEL DE PICPUS;NON;NON;
Hors EP;0601824G;JEANNE HACHETTE;NON;NON;Dans QP
Hors EP;0420041S;CLAUDE FAURIEL;NON;NON;Dans QP
Hors EP;0301654K;GENEVIEVE DE GAULLE-ANTHONIOZ;NON;NON;
Hors EP;0340030Y;LOUIS FEUILLADE;NON;NON;Dans QP
Hors EP;0440086E;LA COLINIERE;NON;NON;Dans QP
Hors EP;0281047L;FULBERT;NON;NON;Dans QP
Hors EP;0120024L;ALEXIS MONTEIL;NON;NON;Dans QP
Hors EP;0310036W;PIERRE DE FERMAT;NON;NON;
Hors EP;0840935K;RENE CHAR;NON;NON;Dans QP
Hors EP;0470038L;LOT ET BASTIDES;NON;NON;Dans QP
Hors EP;0380029A;LES EAUX CLAIRES;NON;NON;Dans QP
Hors EP;0380091T;EDOUARD HERRIOT;NON;NON;Dans QP
Hors EP;0670082A;LOUIS PASTEUR;NON;NON;Dans QP
Hors EP;0670114K;STANISLAS;NON;NON;
Hors EP;0920131T;AUGUSTE RENOIR;NON;NON;Dans QP
Hors EP;0020032Z;PAUL CLAUDEL;NON;NON;Dans QP
Hors EP;0030036Y;THEODORE DE BANVILLE;NON;NON;
Hors EP;0590064Z;JEAN-BAPTISTE COROT;NON;NON;Dans QP
Hors EP;0761710W;SAINT JOSEPH;NON;NON;Dans QP
Hors EP;0160004T;CHARLES A. COULOMB;NON;NON;Dans QP
Hors EP;9730001N;FELIX EBOUE;NON;NON;Dans QP
Hors EP;0281077U;SILVIA MONFORT;NON;NON;
Hors EP;0352009U;VICTOR ET HELENE BASCH;NON;NON;
Hors EP;0680034T;LOUIS ARMAND;NON;NON;Dans QP
Hors EP;0781884Z;CONDORCET;NON;NON;Dans QP
Hors EP;0760109F;LES BRUYERES;NON;NON;
Hors EP;0791062A;VENISE VERTE;NON;NON;Dans QP
Hors EP;0920146J;MARIE CURIE;NON;NON;
Hors EP;0900002N;CONDORCET;NON;NON;Dans QP
Hors EP;0690132U;PIERRE BROSSOLETTE;NON;NON;Dans QP
Hors EP;0720021G;D'ESTOURNELLES DE CONSTANT;NON;NON;
Hors EP;0500016W;JEAN FRANCOIS MILLET;NON;NON;Dans QP
Hors EP;0800010B;MADELEINE MICHELIS;NON;NON;Dans QP
Hors EP;0332832Z;LES IRIS;NON;NON;Dans QP
Hors EP;0870017W;AUGUSTE RENOIR;NON;NON;Dans QP
Hors EP;0101028N;CAMILLE CLAUDEL;NON;NON;Dans QP
Hors EP;0681768C;LAVOISIER;NON;NON;Dans QP
Hors EP;0622196A;BAUDIMONT;NON;NON;Dans QP
Hors EP;0382203N;PABLO NERUDA;NON;NON;Dans QP
Hors EP;0420018S;BEAUREGARD;NON;NON;Dans QP
Hors EP;0180006J;MARGUERITE DE NAVARRE;NON;NON;
Hors EP;0670078W;JEAN MONNET;NON;NON;Dans QP
Hors EP;0670084C;JEAN ROSTAND;NON;NON;Dans QP
Hors EP;0951763A;LOUIS JOUVET;NON;NON;Dans QP
Hors EP;0783344L;NOTRE DAME;NON;NON;Dans QP
Hors EP;0600015R;MIREILLE GRENET;NON;NON;Dans QP
Hors EP;0430021P;SIMONE WEIL;NON;NON;Dans QP
Hors EP;0420042T;HONORE D'URFE;NON;NON;Dans QP
Hors EP;0761742F;VAL DE SEINE;NON;NON;
Hors EP;0511926S;MARC CHAGALL;NON;NON;Dans QP
Hors EP;0951637N;GALILEE;NON;NON;Dans QP
Hors EP;0133314G;ST LOUIS - STE MARIE;NON;NON;
Hors EP;0440161L;ST JOSEPH DU LOQUIDY LA SALLE;NON;NON;
Hors EP;0312754A;CLEMENCE ROYER;NON;NON;
Hors EP;0940121W;D'ARSONVAL;NON;NON;Dans QP
Hors EP;9710882G;DES DROITS DE L'HOMME;NON;NON;
Hors EP;0540034U;ERNEST BICHAT;NON;NON;
Hors EP;0442834S;HONORE D'ESTIENNE D'ORVES;NON;NON;
Hors EP;0141796B;SALVADOR ALLENDE;NON;NON;Dans QP
Hors EP;0270026G;LOUISE MICHEL;NON;NON;
Hors EP;0100023W;MARIE DE CHAMPAGNE;NON;NON;Dans QP
Hors EP;0352686E;ANITA CONTI;NON;NON;
Hors EP;0920147K;PAUL LANGEVIN;NON;NON;Dans QP
Hors EP;9740471U;JEAN-CLAUDE FRUTEAU;NON;NON;Dans QP
Hors EP;0590117G;LOUIS PASTEUR;NON;NON;Dans QP
Hors EP;0690035N;AUGUSTE ET LOUIS LUMIERE;NON;NON;Dans QP
Hors EP;0694026B;ROSA PARKS;NON;NON;
Hors EP;0280044W;JEHAN DE BEAUCE;NON;NON;
Hors EP;0332724G;NORD BASSIN - SIMONE VEIL;NON;NON;
Hors EP;0380027Y;CHAMPOLLION;NON;NON;Dans QP
Hors EP;9740043D;SARDA GARRIGA;NON;NON;Dans QP
Hors EP;0620006V;ROBESPIERRE;NON;NON;Dans QP
Hors EP;0290008B;AMIRAL RONARC'H;NON;NON;Dans QP
Hors EP;0670071N;DOCTEUR KOEBERLE;NON;NON;
Hors EP;0311902Z;STEPHANE HESSEL;NON;NON;Dans QP
Hors EP;0810023K;VICTOR HUGO;NON;NON;Dans QP
Hors EP;0840004Y;THEODORE AUBANEL;NON;NON;
Hors EP;0061760F;ALEXIS DE TOCQUEVILLE;NON;NON;Dans QP
Hors EP;0680032R;MICHEL DE MONTAIGNE;NON;NON;Dans QP
Hors EP;0310039Z;MARCELIN BERTHELOT;NON;NON;Dans QP
Hors EP;0921399W;MAURICE GENEVOIX;NON;NON;Dans QP
Hors EP;0492015Z;SACRE COEUR LA SALLE;NON;NON;Dans QP
Hors EP;0772230F;BLAISE PASCAL;NON;NON;
Hors EP;0772296C;DE LA MARE CARREE;NON;NON;Dans QP
Hors EP;0891199V;LOUIS DAVIER;NON;NON;Dans QP
Hors EP;9710774P;FAUSTIN FLERET;NON;NON;
Hors EP;0350026N;JEAN MACE;NON;NON;Dans QP
Hors EP;0312938A;NELSON MANDELA;NON;NON;
Hors EP;0261505V;ALGOUD - LAFFEMAS;NON;NON;Dans QP
Hors EP;0741476C;JEAN MONNET;NON;NON;Dans QP
Hors EP;0750693W;BUFFON;NON;NON;Dans QP
Hors EP;0561627P;CHARLES DE GAULLE;NON;NON;Dans QP
Hors EP;0131319N;NATIVITE (LA);NON;NON;Dans QP
Hors EP;0930124E;MARCELIN BERTHELOT;NON;NON;Dans QP
Hors EP;0760110G;MARCEL SEMBAT;NON;NON;
Hors EP;0750664P;RACINE;NON;NON;
Hors EP;0912142J;GASPARD MONGE;NON;NON;
Hors EP;0622803K;BLAISE PASCAL;NON;NON;Dans QP
Hors EP;9760316P;TANI MALANDI;NON;NON;Dans QP
Hors EP;0270003G;AUGUSTIN FRESNEL;NON;NON;Dans QP
Hors EP;0750699C;JANSON DE SAILLY;NON;NON;
Hors EP;0920138A;PAUL LAPIE;NON;NON;
Hors EP;0781839A;JEAN MONNET;NON;NON;
Hors EP;0920145H;LAKANAL;NON;NON;Dans QP
Hors EP;0922397F;EUGENE IONESCO;NON;NON;
Hors EP;0951974E;LOUIS ARMAND;NON;NON;Dans QP
Hors EP;0540039Z;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0410030K;RONSARD;NON;NON;Dans QP
Hors EP;0330026Z;FRANCOIS MAGENDIE;NON;NON;
Hors EP;0931613Y;LOUISE MICHEL;NON;NON;Dans QP
Hors EP;0441992B;PAYS DE RETZ;NON;NON;
Hors EP;0910626L;BLAISE PASCAL;NON;NON;
Hors EP;0921484N;MONTALEMBERT;NON;NON;
Hors EP;0783549J;INTERNATIONAL;NON;NON;
Hors EP;0390019J;JEAN MICHEL;NON;NON;Dans QP
Hors EP;0470020S;TECH INNOVANTES - V DE GARONNE;NON;NON;Dans QP
Hors EP;0772292Y;MARTIN LUTHER KING;NON;NON;
Hors EP;0940120V;MARCELIN BERTHELOT;NON;NON;Dans QP
Hors EP;0490002L;JOACHIM DU BELLAY;NON;NON;Dans QP
Hors EP;0911828T;GEORGES BRASSENS;NON;NON;Dans QP
Hors EP;0590222W;WATTEAU;NON;NON;
Hors EP;0550025D;JEAN-AUGUSTE MARGUERITTE;NON;NON;Dans QP
Hors EP;0900003P;GUSTAVE COURBET;NON;NON;Dans QP
Hors EP;9710003B;BAIMBRIDGE;NON;NON;Dans QP
Hors EP;9741206T;DE BOIS D'OLIVE;NON;NON;Dans QP
Hors EP;0060030A;MASSENA;NON;NON;Dans QP
Hors EP;0750657G;MONTAIGNE;NON;NON;
Hors EP;0220023F;FELIX LE DANTEC;NON;NON;Dans QP
Hors EP;0850142T;NOTRE DAME;NON;NON;
Hors EP;0590093F;BEAUPRE;NON;NON;
Hors EP;0561607T;VICTOR HUGO;NON;NON;Dans QP
Hors EP;0330126H;VICTOR LOUIS;NON;NON;Dans QP
Hors EP;0630018C;BLAISE PASCAL;NON;NON;Dans QP
Hors EP;0771027Y;FREDERIC JOLIOT CURIE;NON;NON;Dans QP
Hors EP;0400018C;CHARLES DESPIAU;NON;NON;
Hors EP;0940743X;MARIANNE;NON;NON;
Hors EP;0660011D;JEAN LURCAT;NON;NON;Dans QP
Hors EP;0721493G;MARGUERITE YOURCENAR;NON;NON;
Hors EP;0830032J;DE LORGUES - THOMAS EDISON;NON;NON;
Hors EP;0492407A;URBAIN MONGAZON;NON;NON;
Hors EP;0783350T;SAINT JEAN ET HULST;NON;NON;
Hors EP;0620056Z;CARNOT;NON;NON;Dans QP
Hors EP;0831616F;ROUVIERE;NON;NON;Dans QP
Hors EP;0790023W;JEAN MACE;NON;NON;Dans QP
Hors EP;0350024L;EMILE ZOLA;NON;NON;
Hors EP;0350048M;JACQUES CARTIER;NON;NON;Dans QP
Hors EP;0800009A;LOUIS THUILLIER;NON;NON;Dans QP
Hors EP;0730003G;MARLIOZ;NON;NON;
Hors EP;0440029T;LIVET;NON;NON;
Hors EP;0790007D;MAURICE GENEVOIX;NON;NON;Dans QP
Hors EP;0680001G;JEAN JACQUES HENNER;NON;NON;
Hors EP;0593114P;SAINT PAUL;NON;NON;Dans QP
Hors EP;0332744D;ELIE FAURE;NON;NON;Dans QP
Hors EP;0740009H;DES GLIERES;NON;NON;Dans QP
Hors EP;0590149S;PIERRE FOREST;NON;NON;Dans QP
Hors EP;0142133T;DUMONT D'URVILLE -LAPLACE;NON;NON;Dans QP
Hors EP;0760052U;FRANCOIS 1ER;NON;NON;Dans QP
Hors EP;0760035A;GUY DE MAUPASSANT;NON;NON;
Hors EP;0772688D;EMILIE DU CHATELET;NON;NON;
Hors EP;0382780R;ARISTIDE BERGES;NON;NON;Dans QP
Hors EP;0590221V;HENRI WALLON;NON;NON;Dans QP
Hors EP;0061884R;HENRI MATISSE;NON;NON;Dans QP
Hors EP;0280007F;MARCEAU;NON;NON;Dans QP
Hors EP;0371417P;JEAN MONNET;NON;NON;Dans QP
Hors EP;0350778F;ASSOMPTION;NON;NON;Dans QP
Hors EP;0840918S;VAL DE DURANCE;NON;NON;
Hors EP;0250008Y;LOUIS PASTEUR;NON;NON;Dans QP
Hors EP;0332846P;DES GRAVES;NON;NON;Dans QP
Hors EP;0300047N;CHARLES GIDE;NON;NON;Dans QP
Hors EP;0782562L;HOCHE;NON;NON;
Hors EP;0450757D;STE CROIX ST EUVERTE;NON;NON;Dans QP
Hors EP;0600002B;PAUL LANGEVIN;NON;NON;
Hors EP;0731248K;LOUIS ARMAND;NON;NON;Dans QP
Hors EP;0570146Z;JULIE DAUBIE;NON;NON;
Hors EP;0950650R;JEAN-JACQUES ROUSSEAU;NON;NON;Dans QP
Hors EP;0601832R;JEAN MONNET;NON;NON;Dans QP
Hors EP;0930117X;LE CORBUSIER;NON;NON;Dans QP
Hors EP;0730016W;MONGE;NON;NON;
Hors EP;0190011J;D ARSONVAL;NON;NON;
Hors EP;0170022G;MAURICE MERLEAU-PONTY;NON;NON;Dans QP
Hors EP;0912364A;NIKOLA TESLA;NON;NON;
Hors EP;7200583W;PAUL VINCENSINI;NON;NON;Dans QP
Hors EP;0300002P;JEAN-BAPTISTE DUMAS;NON;NON;Dans QP
Hors EP;0570085H;JEAN-VICTOR PONCELET;NON;NON;Dans QP
Hors EP;0720030S;BELLEVUE;NON;NON;Dans QP
Hors EP;0351907H;RENE DESCARTES;NON;NON;Dans QP
Hors EP;0672806L;MARCEL RUDLOFF;NON;NON;Dans QP
Hors EP;0830923C;PAUL LANGEVIN;NON;NON;Dans QP
Hors EP;0920132U;ALBERT CAMUS;NON;NON;
Hors EP;0600040T;JEAN CALVIN;NON;NON;Dans QP
Hors EP;0340076Y;IRENE ET FREDERIC JOLIOT CURIE;NON;NON;
Hors EP;0350053T;BERTRAND D'ARGENTRE;NON;NON;
Hors EP;0601865B;CONDORCET;NON;NON;
Hors EP;0800001S;BOUCHER DE PERTHES;NON;NON;Dans QP
Hors EP;0382270L;PIERRE DU TERRAIL;NON;NON;
Hors EP;0382863F;DU GRESIVAUDAN;NON;NON;
Hors EP;9740019C;AMBROISE VOLLARD;NON;NON;Dans QP
Hors EP;0624430D;GAMBETTA CARNOT;NON;NON;Dans QP
Hors EP;0110023R;LOUISE MICHEL;NON;NON;Dans QP
Hors EP;0500002F;EMILE LITTRE;NON;NON;Dans QP
Hors EP;0760005T;THOMAS CORNEILLE;NON;NON;Dans QP
Hors EP;0781898P;CHARLES DE GAULLE;NON;NON;Dans QP
Hors EP;0730013T;VAUGELAS;NON;NON;Dans QP
Hors EP;0450029M;BERNARD PALISSY;NON;NON;Dans QP
Hors EP;0921156G;GALILEE;NON;NON;Dans QP
Hors EP;0941301D;FREDERIC MISTRAL;NON;NON;Dans QP
Hors EP;0260015A;ALAIN BORNE;NON;NON;Dans QP
Hors EP;0342091N;MARC BLOCH;NON;NON;
Hors EP;0540042C;HENRI LORITZ;NON;NON;Dans QP
Hors EP;0910623H;MARCEL PAGNOL;NON;NON;Dans QP
Hors EP;0801841S;ROBERT DE LUZARCHES;NON;NON;Dans QP
Hors EP;0931272C;GUSTAVE EIFFEL;NON;NON;Dans QP
Hors EP;0931584S;JEAN ROSTAND;NON;NON;Dans QP
Hors EP;0010013J;LALANDE;NON;NON;Dans QP
Hors EP;0450051L;BENJAMIN FRANKLIN;NON;NON;
Hors EP;0134252B;JEAN D'ORMESSON;NON;NON;Dans QP
Hors EP;0382920T;MARIE CURIE;NON;NON;Dans QP
Hors EP;0340002T;AUGUSTE LOUBATIERES;NON;NON;
Hors EP;0270029K;LES FONTENELLES;NON;NON;Dans QP
Hors EP;0772243V;CAMILLE CLAUDEL;NON;NON;
Hors EP;0910975R;JEAN-PIERRE TIMBAUD;NON;NON;Dans QP
Hors EP;0720837U;NOTRE DAME;NON;NON;
Hors EP;0623915U;VOLTAIRE;NON;NON;Dans QP
Hors EP;0831563Y;COSTEBELLE;NON;NON;
Hors EP;0930830X;ALBERT SCHWEITZER;NON;NON;
Hors EP;0382440W;LEONARD DE VINCI;NON;NON;Dans QP
Hors EP;0851390Z;LEONARD DE VINCI;NON;NON;
Hors EP;0750683K;CLAUDE MONET;NON;NON;Dans QP
Hors EP;0931585T;ANDRE BOULLOCHE;NON;NON;Dans QP
Hors EP;0160002R;GUEZ DE BALZAC;NON;NON;
Hors EP;0331495W;ASSOMPTION - STE CLOTILDE;NON;NON;Dans QP
Hors EP;0620113L;HENRI DARRAS;NON;NON;Dans QP
Hors EP;0510032H;JEAN JAURES;NON;NON;Dans QP
Hors EP;0920928J;LA SALLE PASSY BUZENVAL;NON;NON;
Hors EP;0940116R;EUGENE DELACROIX;NON;NON;
Hors EP;0620040G;LOUIS BLARINGHEM;NON;NON;Dans QP
Hors EP;0340009A;HENRI IV;NON;NON;Dans QP
Hors EP;0060020P;AMIRAL DE GRASSE;NON;NON;Dans QP
Hors EP;0060031B;ALBERT CALMETTE;NON;NON;Dans QP
Hors EP;0750662M;VICTOR DURUY;NON;NON;
Hors EP;0134003F;REGIONAL NELSON MANDELA;NON;NON;Dans QP
Hors EP;0600009J;JEAN ROSTAND;NON;NON;
Hors EP;0250011B;JULES HAAG;NON;NON;Dans QP
Hors EP;0770938B;ANDRE MALRAUX;NON;NON;Dans QP
Hors EP;0760023M;JEHAN ANGO;NON;NON;
Hors EP;0132410Z;MAURICE GENEVOIX;NON;NON;Dans QP
Hors EP;0660856X;ROSA LUXEMBURG;NON;NON;
Hors EP;0573281G;DE LA COMMUNICATION;NON;NON;Dans QP
Hors EP;0782563M;LA BRUYERE;NON;NON;
Hors EP;0771238C;SAINT ASPAIS;NON;NON;Dans QP
Hors EP;0720029R;MONTESQUIEU;NON;NON;Dans QP
Hors EP;0370009J;FRANCOIS RABELAIS;NON;NON;
Hors EP;0470003Y;JEAN BAPTISTE DE BAUDRE;NON;NON;Dans QP
Hors EP;0590073J;AUGUSTE ANGELLIER;NON;NON;Dans QP
Hors EP;0860034V;VICTOR HUGO;NON;NON;
Hors EP;0690543R;SAINT THOMAS D'AQUIN VERITAS;NON;NON;Dans QP
Hors EP;0332081H;ODILON REDON;NON;NON;
Hors EP;0640057P;SAINT CRICQ;NON;NON;Dans QP
Hors EP;9730196A;LEON-GONTRAN DAMAS;NON;NON;
Hors EP;0760029U;ANDRE MAUROIS;NON;NON;Dans QP
Hors EP;0451483T;MAURICE GENEVOIX;NON;NON;
Hors EP;0920904H;SAINTE MARIE LA CROIX;NON;NON;
Hors EP;0731392S;DU GRANIER;NON;NON;
Hors EP;0760096S;GUSTAVE FLAUBERT;NON;NON;Dans QP
Hors EP;0310040A;RAYMOND NAVES;NON;NON;
Hors EP;0690028F;SAINT JUST;NON;NON;
Hors EP;0370037P;CHOISEUL;NON;NON;
Hors EP;0250030X;GEORGES CUVIER;NON;NON;Dans QP
Hors EP;0251994G;GERMAINE TILLION;NON;NON;Dans QP
Hors EP;0770924L;DE COULOMMIERS;NON;NON;Dans QP
Hors EP;0170042D;CORDOUAN;NON;NON;Dans QP
Hors EP;0130143K;PAUL LANGEVIN;NON;NON;Dans QP
Hors EP;0771512A;VAN DONGEN;NON;NON;Dans QP
Hors EP;0941474S;DARIUS MILHAUD;NON;NON;Dans QP
Hors EP;0622949U;MARIETTE;NON;NON;Dans QP
Hors EP;0062015H;SIMONE VEIL;NON;NON;
Hors EP;0921230M;LEONARD DE VINCI;NON;NON;
Hors EP;0951766D;SIMONE DE BEAUVOIR;NON;NON;Dans QP
Hors EP;0622114L;SAINT PAUL;NON;NON;Dans QP
Hors EP;0560105K;LA MENNAIS;NON;NON;
Hors EP;0211928G;INTERNATIONAL CHARLES DE GAULL;NON;NON;
Hors EP;0410017W;CLAUDE DE FRANCE;NON;NON;
Hors EP;0782568T;ALAIN;NON;NON;
Hors EP;0130003H;VAUVENARGUES;NON;NON;Dans QP
Hors EP;6200002H;LAETITIA BONAPARTE;NON;NON;
Hors EP;0570107G;HELENE BOUCHER;NON;NON;Dans QP
Hors EP;0830042V;ANTOINE DE SAINT EXUPERY;NON;NON;Dans QP
Hors EP;0851642Y;SAINT FRANCOIS D'ASSISE;NON;NON;Dans QP
Hors EP;0840003X;FREDERIC MISTRAL;NON;NON;
Hors EP;0940115P;ROMAIN ROLLAND;NON;NON;Dans QP
Hors EP;0061642C;INTERNATIONAL;NON;NON;
Hors EP;0371418R;JACQUES DE VAUCANSON;NON;NON;
Hors EP;0620161N;ALEXANDRE RIBOT;NON;NON;Dans QP
