Identifiant_de_l_etablissement,Nom_etablissement,Type_etablissement,Statut_public_prive,Segpa,Lycee_Agricole,Lycee_militaire,code_nature,libelle_nature,Code_type_contrat_prive,etablissement_mere,type_rattachement_etablissement_mere,
0622265A,Section d'enseignement général et professionnel adapté du Collège Claude Debussy,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0622264Z,
0622298L,Section d'enseignement général et professionnel adapté du Collège Jean Macé,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0620096T,
0622421V,Section d'enseignement général et professionnel adapté du Collège Paul Langevin,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0622420U,
0622573K,Section d'enseignement général et professionnel adapté du Collège Paul Langevin,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0620055Y,
0622577P,Section d'enseignement général et professionnel adapté du Collège Edmond Rostand,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0622428C,
0622802J,Section d'enseignement général et professionnel adapté du Collège Vauban,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0622576N,
0622872K,Section d'enseignement général et professionnel adapté du Collège Jacques Prévert,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0622871J,
0622941K,Section d'enseignement général et professionnel adapté du Collège Adam de La Halle,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0622863A,
0622942L,Section d'enseignement général et professionnel adapté du Collège David Marcelle,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0622793Z,
0622948T,Section d'enseignement général et professionnel adapté du Collège René Cassin,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0622874M,
0623080L,Ecole secondaire privée Sainte Odile,Collège,Privé,0,,,,340,COLLEGE,,,
0623320X,Section d'enseignement général et professionnel adapté du Collège Angellier,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0620051U,
0623340U,Section d'enseignement général et professionnel adapté du Collège Langevin-Wallon,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0622424Y,
0623943Z,Ecole secondaire privée Saint Jean-Baptiste de La Salle - niveau Collège,Collège,Privé,0,,,,340,COLLEGE,,,
0632028M,Section d'enseignement général et technologique du lycée professionnel Desaix,Lycée,Public,0,,,,335,SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE,,0630061Z,
0641596M,Section d'enseignement général et professionnel adapté du Collège La Citadelle,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0640069C,
0641629Y,Section d'enseignement général et professionnel adapté du Collège Marracq,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0640212H,
0641843F,Section d'enseignement professionnel du Lycée polyvalent Hôtellerie Tourisme,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0641823J,
0642145J,Collège  Cours l'Immaculée Conception,Collège,Privé,0,,,,340,COLLEGE,,,
0642164E,Collège Privé L'Envol de Serres Castet,Collège,Privé,0,,,,340,COLLEGE,,,
0660015H,Section d'enseignement professionnel, lycée polyvalent Pablo Picasso,Lycée,,,,0,,334,99,,
0660479M,Section d'enseignement général et professionnel adapté du Collège Le Riberal,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0660431K,
0660558Y,Section d'enseignement général et professionnel adapté du Collège Pau Casals,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0660521H,
0660619P,Section d'enseignement général et professionnel adapté du Collège Jean Amade,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0660601V,
0660698A,Section d'enseignement général et professionnel adapté du Collège Joffre,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0660037G,
0660758R,Section d'enseignement général et professionnel adapté du Collège,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0660600U,
0660855W,Section d'enseignement général et professionnel adapté du collège privé Notre-Dame-des-Anges,Collège,Privé,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0660065M,
0660918P,Section d'enseignement professionnel, lycée climatique et sportif Pierre de Coubertin,Lycée,,,,0,,334,99,,
0671619W,Ecole secondaire privée Michaël,Collège,Privé,0,,,,340,COLLEGE,,,
0671693B,Section d'enseignement général et professionnel adapté du Collège Romain Rolland,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0670017E,
0671823T,Section d'enseignement général et professionnel adapté du Collège Le Ried,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0670004R,
0671831B,Section d'enseignement général et professionnel adapté du Collège Jean Mentel,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0671830A,
0671908K,Section d'enseignement général et professionnel adapté du Collège Hans Arp,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0671907J,
0671959R,Section d'enseignement général et professionnel adapté du Collège Kléber,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0671734W,
0672657Z,Ecole secondaire privée Beth Hanna (Collège privé),Collège,Privé,0,,,,340,COLLEGE,,,
0673014M,Section d'enseignement général et professionnel adapté du collège,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0673006D,
0673089U,Lycée Général Technologique Yunus Emre,Lycée,Privé,0,,,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0673117Z,Lycée professionnel privé Beth Hanna,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0673221M,Lycée Ohel Sarah,Lycée,Privé,0,,,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0681398A,Section d'enseignement général et professionnel adapté du Collège Marcel Pagnol,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0681126E,
0681494E,Section d'enseignement général et professionnel adapté du Collège Molière,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0680084X,
0681495F,Section d'enseignement général et professionnel adapté du Collège Jacques Prévert,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0681365P,
0681878X,Section d'enseignement professionnel du Lycée Joseph Storck,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0681839E,
0690106R,Section d'enseignement professionnel du Lycée polyvalent Frédéric Fays,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0690103M,
0690652J,Lycée professionnel privé Ateliers d'Apprentissage de l'Industrie,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,0692336P,,
0691729E,Section d'enseignement général et professionnel adapté du Collège André Lassagne,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0691728D,
0692156U,Section d'enseignement général et professionnel adapté du Collège des Gratte-Ciel Môrice Leroux,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0692155T,
0692519N,Section d'enseignement général et professionnel adapté du Collège Louis Aragon,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0691799F,
0692701L,Section d'enseignement général et professionnel adapté du Collège Les Quatre Vents,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0691482L,
0693200D,Section d'enseignement professionnel du Lycée polyvalent Aragon-Picasso,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0693330V,
0693398U,Collège privé Rudolf Steiner,Collège,Privé,0,,,,340,COLLEGE,,,
0693528K,Section d'enseignement général et professionnel adapté du Collège Marie Laurencin,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0692700K,
0694096C,Section d'Enseignement Général et Professionnel Adapté du Collège Emile Zola,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0690007H,
0694188C,Ecole des enfants intellectuellement précoces de Lyon,Collège,Privé,0,,,,340,COLLEGE,,,
0694279B,Collège privé Notre Dame Site Claudine Thévenet,Collège,Privé,0,,,,340,COLLEGE,0690585L,,
0694321X,Collège privé La Passerelle,Collège,Privé,0,,,,340,COLLEGE,,,
0694361R,Ecole secondaire privée à enseignement spécifique Nescens,Collège,Privé,0,,,,352,COLLEGE SPECIALISE,,,
0694374E,Ecole secondaire privée IPESS,Lycée,Privé,0,,,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0694385S,Lycée général privé Acadomia Campus,Lycée,Privé,0,,,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0694498P,Ecole secondaire privée institut de gestion Sociale des Armées,Collège,Privé,0,,,,340,COLLEGE,,,
0694535E,Ecole générale privée Saint-Augustin,Lycée,Privé,0,,,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0694605F,Section d'enseignement professionnel du Lycée polyvalent  Colonel Arnaud Beltrame,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0694543N,
0701106X,Section d'enseignement professionnel Augustin Cournot,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0700009E,
0701201A,Ecole de production Avenir Bois Formation - Saint-Loup/Semouse,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0711056M,Section d'enseignement général et professionnel adapté du Collège Jacques Prévert,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0710536X,
0711070C,Section d'enseignement général et professionnel adapté du Collège Croix Menée,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0711069B,
0711960V,Lycée privé L'Autre Ecole,Lycée,Privé,0,,,,306,LYCEE POLYVALENT,,,
0721091V,Section d'enseignement général et professionnel adapté du Collège Joseph Weismann,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0721090U,
0721515F,Ecole secondaire professionnelle privée Coiffure Esthétique Espace Bel Air,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0721546P,Institut technologique européen des métiers de la musique,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0721654G,Ecole Silvya Terrade Le Mans,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0721668X,Section d'Enseignement Général et Professionnel Adapté du Collège St Joseph - La Salle,Collège,Privé,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0720811R,
0731365M,Section d'enseignement général et professionnel adapté du Collège Jean Rostand,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0730008M,
0750612H,Lycée technologique Ecole Nationale Supérieure des Arts Appliqués,Lycée,Public,0,,,,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,0751708Z,,
0753082T,ETS - ECOLE EUROPEENNE (Ecole secondaire professionnelle privée),Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0753109X,Cours privé Saint-John Perse (Ecole secondaire privée),Lycée,Privé,0,,,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0753878H,Cours Paul Verlaine (Ecole secondaire privée),Lycée,Privé,0,,,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0753911U,L'Ecole (Ecole secondaire privée),Lycée,Privé,0,,,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0754129F,Ecole privée Ferrandi, l'Ecole Française de Gastromie - Ecole de la CCI de la Région Paris-Ile de France,Lycée,,,,0,,320,10,,
0754532U,Section d'enseignement général et professionnel adapté du Collège Pilâtre de Rozier,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,0754528P,0754528P,
0754916L,Section d'enseignement professionnel du Lycée polyvalent privé Carcado Saisseval,Lycée,Privé,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,0754029X,0754029X,
0755182A,Lycée expérimental La Ville Pour Ecole,Lycée,Public,0,,,,315,LYCEE EXPERIMENTAL,0750787Y,0753268V,
0755278E,Ecole Privée AKIBA - J.Cour,Lycée,Privé,0,,,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0755589T,Lycée général privé Georges Gusdorf,Lycée,Privé,0,,,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0755748R,Institut Supérieur des Ressources Informatiques,Lycée,Privé,0,,,,306,LYCEE POLYVALENT,,,
0755772S,Lycée Kingsworth International School,Lycée,Privé,0,,,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0755801Y,Lycée privé Cours du Pont de Pierre,Lycée,Privé,0,,,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0756203K,Collège privé Ecole Diagonale,Collège,Privé,0,,,,340,COLLEGE,,,
0756273L,Ecole Secondaire Privée Maigret,Collège,Privé,0,,,,340,COLLEGE,,,
0756527M,Collège privé CERENE,Collège,Privé,0,,,,340,COLLEGE,,,
0756727E,Collège Privé Ma petite école Montessori Villafranca,Collège,Privé,0,,,,340,COLLEGE,,,
0756728F,Collège Privé Ma petite école Montessori Dantzig,Collège,Privé,0,,,,340,COLLEGE,,,
0763079J,Section d'enseignement professionnel du lycée des métiers du bois et de l'éco-construction,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,0761953K,0763004C,
0763203U,Section d'enseignement professionnel privée Providence Sainte Thérèse,Lycée,Privé,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0761356L,
0763481W,Ecole privée hors contrat Aurélie Formation,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0763529Y,Ecole de production de la métropole Havraise,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0770937A,Section d'enseignement professionnel du Lycée Simone Signoret,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0772310T,
0770964E,Section d'enseignement général et professionnel adapté Jules Verne,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0771176K,
0771355E,Section d'enseignement général et professionnel adapté Pierre Brossolette,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0771339M,
0771358H,Section d'enseignement professionnel du Lycée Thibaut de Champagne,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0770942F,
0771364P,Section d'enseignement professionnel du Lycée Joliot Curie,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0771027Y,
0771393W,Section d'enseignement général et professionnel adapté Arthur Chaussy,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0771363N,
0771418Y,Section d'enseignement général et professionnel adapté Paul Langevin,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0771331D,
0771474J,Section d'enseignement général et professionnel adapté Paul Eluard,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0771567K,
0771568L,Section d'enseignement général et professionnel adapté Fernand Gregh,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0771342R,
0771668V,Collège privé Beth Myriam,Collège,Privé,0,,,,340,COLLEGE,,,
0772329N,Section d'enseignement professionnel du Lycée Blaise Pascal,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0772230F,
0772442L,Section d'enseignement professionnel du Lycée Charles de Gaulle,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0772228D,
0772629P,Section d'Enseignement Professionnel Saint Aspais,Lycée,Privé,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0771238C,
0772644F,Section d'enseignement général et technologique Benjamin Franklin,Lycée,Public,0,,,,335,SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE,,0770943G,
0772668G,Section d'enseignement professionnel Lycée Jehan de Chelles,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0772276F,
0772740K,Collège privé Oneschool Global Paris Campus,Collège,Privé,0,,,,340,COLLEGE,,,
0772747T,Lycée Professionnel privé Oneschool Global Paris Campus,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0772866X,Lycée professionnel privé ICAM,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0772879L,College Trait d'Union,Collège,Privé,0,,,,340,COLLEGE,,,
0772937Z,Collège privé Sacré Coeur Enfant Jésus,Collège,Privé,0,,,,340,COLLEGE,,,
0773021R,Collège Montessori Here and Now,Collège,Privé,0,,,340,COLLEGE,10,,,
0780511G,Section d'enseignement général et professionnel adapté du Collège Louis Pergaud,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0780419G,
0780711Z,Section d'enseignement général et professionnel adapté du Collège Paul Verlaine,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0780572Y,
0780759B,Section d'enseignement général et professionnel adapté du Collège La Vaucouleurs,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0780569V,
0781023N,Centre privé LEA-CFI Jouy en Josas,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0781172A,Section d'enseignement général et professionnel adapté du Collège Jean Lurcat,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0783248G,
0781782N,Section d'enseignement général et professionnel adapté du Collège Les Saules,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0781695U,
0781887C,Section d'enseignement général et professionnel adapté du Collège George Sand,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0781098V,
0781907Z,Section d'enseignement professionnel du lycée polyvalent Léonard de Vinci,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0782556E,
0781909B,Section d'enseignement professionnel du lycée polyvalent Jean Monnet,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0781839A,
0782056L,Section d'enseignement professionnel du lycée polyvalent Jules Ferry,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0782565P,
0782119E,Section d'enseignement professionnel du lycée polyvalent Jean Rostand,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0782540M,
0783585Y,Ecole secondaire privée Saint Jean Bosco,Collège,Privé,0,,,,340,COLLEGE,,,
0783674V,Ecole secondaire privée Bilingue musulman Eva de Vitray,Collège,Privé,0,,,,340,COLLEGE,,,
0783713M,Ecole 2D degré polyvalent privée Esthétique Camille Séline,Lycée,Privé,0,,,,306,LYCEE POLYVALENT,,,
0783764T,Ecole secondaire privée sports Académy le Mesnil,Collège,Privé,0,,,,340,COLLEGE,,,
0783765U,Ecole 2D degré polyvalent privée Sports Etudes Académy le Mesnil,Lycée,Privé,0,,,,306,LYCEE POLYVALENT,,,
0783803K,Ecole 2D degré professionnel privée - Ferme Ecole Graines d'Avenir,Lycée,Privé,0,,,,320,LYCEE PROFESSIONNEL,,,
0783825J,Ecole secondaire privée Montessori de Gargenville,Collège,Privé,0,,,,340,COLLEGE,,,
0783869G,Ecole secondaire privée EMI des enfants,Collège,Privé,0,,,,340,COLLEGE,,,
0790946Z,Section d'enseignement général et professionnel adapté du Collège de Georges Clémenceau,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0790945Y,
0791003L,Section d'enseignement général et professionnel adapté du Collège Jean Rostand,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0791002K,
0791059X,Collège Saint Dominique Savio,Collège,Privé,0,,,,340,COLLEGE,,,
0800065L,Section d'enseignement professionnelle au lycée de l'Authie,Lycée,Public,0,,,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,,0801900F,
0801376L,Section d'enseignement général et professionnel adapté du Collège Jean Moulin,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0801786G,
0801484D,Section d'enseignement général et professionnel adapté du Collège César Franck,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0800019L,
0801486F,Section d'enseignement général et professionnel adapté du Collège du Val de Nièvre,Collège,Public,0,,,,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,,0801485E,
