uai;type_etab;nom_etablissement;adresse;code_postal;commune;voie_generale;voie_techno;nbeleves;zone_ep
0160016F;Collège;Collège Argentor;25 rue des Grouges;16350;Champagne-Mouton;0.0;0.0;;
0860076R;Collège;Collège Jean Moulin;8 rue Salvador Allende;86036;Poitiers;0.0;0.0;;
0790704L;Collège;Collège Voltaire;13 rue Ernest Pérochon;79600;Airvault;0.0;0.0;;
0160031X;Collège;Collège de Montemboeuf;2 rue du Petit Mairat;16310;Montemboeuf;0.0;0.0;;
0790978J;Collège;Collège Denfert-Rochereau;31 rue Jean Jaurès;79403;Saint-Maixent-l'École;0.0;0.0;;
0110896P;Collège;Collège privé Jeanne d'Arc;47 rue de la Baffe;11400;Castelnaudary;0.0;0.0;;
0342050U;Collège;Collège Françoise Giroud;Rue du Cres;34350;Vendres;0.0;0.0;;
0660018L;Collège;Collège Madame de Sévigné;Avenue Ferdinand de Chefdebien;66000;Perpignan;0.0;0.0;;REP+
0340051W;Collège;Collège Fontcarrade;653 rue de Fontcarrade;34070;Montpellier;0.0;0.0;;
0341387Y;Collège;Collège Alfred Crouzet;Route du Bois;34290;Servian;0.0;0.0;;
0310012V;Collège;Collège du Plantaurel;Rue Raoul Serres;31220;Cazères;0.0;0.0;;
0311584D;Collège;Collège Marengo;25 rue Frédéric Petit;31500;Toulouse;0.0;0.0;;
0311327Z;Collège;Collège Alphonse de Lamartine;11 rue Marie Magné;31025;Toulouse;0.0;0.0;;
0440210P;Collège;Collège Sainte Madeleine Joliverie;10 quai Hoche;44265;Nantes;0.0;0.0;;
0530827L;Collège;Collège Paul Emile Victor;Route de Laval;53200;Château-Gontier-sur-Mayenne;0.0;0.0;;
0720812S;Collège;Collège les Mûriers;86 rue des Muriers;72000;Le Mans;0.0;0.0;;
0530779J;Collège;Collège Jean Rostand;2 rue des Nations Unies;53200;Château-Gontier-sur-Mayenne;0.0;0.0;;
0530484N;Collège;Collège Alain Gerbault;4 rue Mortier;53000;Laval;0.0;0.0;;REP+
0530051T;Collège;Collège Sainte-Thérèse;71 rue de Bretagne;53000;Laval;0.0;0.0;;
0440350S;Collège;Collège Albert Vincon;23 route de Saint Marc;44600;Saint-Nazaire;0.0;0.0;;
0440025N;Collège;Collège Hector Berlioz;122 boulevard Robert Schuman;44300;Nantes;0.0;0.0;;
0440286X;Collège;Collège Claude Debussy;1 rue du Doubs;44107;Nantes;0.0;0.0;;REP+
0460621A;Collège;Collège Jeanne d'Arc;51 boulevard Colonel Teulié;46100;Figeac;0.0;0.0;;
0460015S;Collège;Collège Jean Monnet;Route de Saint Bressou;46120;Lacapelle-Marival;0.0;0.0;;
0650015N;Collège;Collège La Serre de Sarsan;Rue Saint-Exupéry;65107;Lourdes;0.0;0.0;;
0810126X;Collège;Collège Jean-Louis Etienne;Rue Lapeyrouse;81204;Mazamet;0.0;0.0;;REP
0120032V;Collège;Collège Albert Camus;114 route de la Vallée du Viaur;12160;Baraqueville;0.0;0.0;;
0312220V;Collège;Collège Daniel Sorano;7 avenue du Collège;31860;Pins-Justaret;0.0;0.0;;
0312284P;Collège;Collège Ohr Torah;33 rue Jules Dalou;31500;Toulouse;0.0;0.0;;
0120019F;Collège;Collège Célestin Sourèzes;11 rue du Docteur Ferral;12170;Réquista;0.0;0.0;;
0301723K;Collège;Collège Théodore Monod;180 rue Maurice Aliger;30870;Clarensac;0.0;0.0;;
0120055V;Collège;Collège Dominique Savio;Avenue du Rouergue;12240;Rieupeyroux;0.0;0.0;;
0120091J;Collège;Collège Saint-Matthieu;4 rue du Foirail;12210;Laguiole;0.0;0.0;;
0341028H;Collège;Collège Georges Brassens;Avenue du Méjean;34970;Lattes;0.0;0.0;;
0110788X;Collège;Collège Montesquieu;Avenue Montesquieu;11100;Narbonne;0.0;0.0;;
0342132H;Collège;Collège Lucie Aubrac;4 rue Jussieu;34500;Béziers;0.0;0.0;;
0310001H;Collège;Collège Armand Latour;Quartier Fontagnères;31160;Aspet;0.0;0.0;;
0311634H;Collège;Collège Jules Ferry;4 rue Jules Ferry;31290;Villefranche-de-Lauragais;0.0;0.0;;
0311332E;Collège;Collège Anatole France;4 avenue de Lespinet;31400;Toulouse;0.0;0.0;;
0300946R;Collège;Collège Révolution;40 rue Clérisseau;30000;Nîmes;0.0;0.0;;
0300031W;Collège;Collège Georges Ville;24 place Général Leclerc;30134;Pont-Saint-Esprit;0.0;0.0;;
0340974Z;Collège;Collège Emmanuel Maffre-Bauge;84 rue Joliot Curie;34230;Paulhan;0.0;0.0;;
0342078Z;Collège;Collège des salins;550 avenue de Mireval;34750;Villeneuve-lès-Maguelone;0.0;0.0;;
0480011B;Collège;Collège André Chamson;3 place André Chamson;48150;Meyrueis;0.0;0.0;;
0301728R;Collège;Collège privé de la Salle;17 place Henri Barbusse;30106;Alès;0.0;0.0;;
0480001R;Collège;Collège Henri Rouvière;Le Bleymard;48190;Mont Lozère et Goulet;0.0;0.0;;
0300089J;Collège;Collège privé Institut Emmanuel d'Alzon - site de Beaucaire Notre-Dame;6 rue de la république;30300;Beaucaire;0.0;0.0;;
0820017Y;Collège;Collège François Mitterrand;Boulevard du Lycée;82200;Moissac;0.0;0.0;;REP
0311111P;Collège;Collège Hubertine Auclert;12 rue Georges Ohnet;31018;Toulouse;0.0;0.0;;
0311573S;Collège;Collège Jean Paul Laurens;Allées des droits de l'homme;31450;Ayguesvives;0.0;0.0;;
0660648W;Collège;Collège la Côte Radieuse;39 avenue de Perpignan CS900005;66145;Canet-en-Roussillon;0.0;0.0;;
0820011S;Collège;Collège Antonin Perbosc;Avenue d'Aquitaine;82130;Lafrançaise;0.0;0.0;;
0311631E;Collège;Collège Michelet;6 boulevard Michelet;31000;Toulouse;0.0;0.0;;
0870071E;Collège;Collège Pierre Donzelot;12 rue Donzelot;87039;Limoges;0.0;0.0;;
0790033G;Collège;Collège Anne Frank;9 route de Civray;79190;Sauzé-Vaussais;0.0;0.0;;
0240015L;Collège;Collège Plaisance;3 allée des Tilleuls;24270;Lanouaille;0.0;0.0;;
0640064X;Collège;Collège Jean Pujo;Route de Saint-Jean-Pied-de-Port;64430;Saint-Etienne-de-Baïgorry;0.0;0.0;;
0333134C;Collège;Collège de l'Estey;2200 avenue du Las;33127;Saint-Jean-d'Illac;0.0;0.0;;
0870031L;Collège;Collège Maryse Bastié;10 rue du Collège;87140;Nantiat;0.0;0.0;;
0331529H;Collège;Collège Européen Jeanne d'Arc - Assomption;1 place des droits de l'Homme et du Citoyen;33600;Pessac;0.0;0.0;;
0400077S;Collège;Collège Saint-Joseph;126 rue Sainte Ursule;40400;Tartas;0.0;0.0;;
0860764N;Collège;Collège privé le Sacré-Coeur;4 rue de l'Ormeau;86130;Jaunay-Marigny;0.0;0.0;;
0861053C;Collège;Collège Jean Monnet;18 route de Jazeneuil;86600;Lusignan;0.0;0.0;;
0640151S;Collège;Collège Saint-Vincent;1 rue de la Libération;64700;Hendaye;0.0;0.0;;
0160061E;Collège;Collège privé Sainte-Marthe Chavagnes;171 rue de Paris;16025;Angoulême;0.0;0.0;;
0640112Z;Collège;Collège La Salle Saint-Bernard;16 rue Antoine Labarthe;64105;Bayonne;0.0;0.0;;
0171034G;Collège;Collège les Salières;Avenue de Philippsburg;17410;Saint-Martin-de-Ré;0.0;0.0;;
0190059L;Collège;Collège privé Notre-Dame Jeanne-d'Arc - ensemble scolaire Edmond Michelet;3 rue Bernard Denoix;19107;Brive-la-Gaillarde;0.0;0.0;;
0623919Y;Collège;Collège Léonard de Vinci;Contour de Buqueux;62220;Carvin;0.0;0.0;;
0590007M;Collège;Collège Pierre Gilles de Gennes;282 avenue des Sports;59494;Petite-Forêt;0.0;0.0;;
0592713D;Collège;Collège Guilleminot;48 rue des Arbres;59376;Dunkerque;0.0;0.0;;
0601821D;Collège;Collège Emile Lambert;Rue Charles Notaire;60870;Villers-Saint-Paul;0.0;0.0;;REP
0021826Z;Collège;Collège Jean Rostand;1 avenue de Blanchard;2400;Château-Thierry;0.0;0.0;;REP
0601292D;Collège;Collège Les Fontainettes;35 route de Gisors;60650;Saint-Aubin-en-Bray;0.0;0.0;;
0332090T;Collège;Collège Bourran;6 rue Léo Lagrange;33700;Mérignac;0.0;0.0;;
0470068U;Collège;Collège La Salle Sainte-Marie;19 avenue de Lirac;47700;Casteljaloux;0.0;0.0;;
0333213N;Collège;Collège Marguerite Duras;13 avenue François Mauriac;33506;Libourne;0.0;0.0;;
0330017P;Collège;Collège Jean Zay;41 avenue de la Côte d'Argent;33380;Biganos;0.0;0.0;;
0240927C;Collège;Collège Yvon Delbos;10 avenue Marc Mercier;24290;Montignac;0.0;0.0;;
0860017B;Collège;Collège René Cassin;Avenue de Bel Air;86150;L'Isle-Jourdain;0.0;0.0;;
0620194Z;Collège;Collège Jean Rostand;234 rue du Collège;62850;Licques;0.0;0.0;;
0801489J;Collège;Collège du Marquenterre;2 rue du Marais;80120;Rue;0.0;0.0;;REP
0595388L;Collège;Collège René Bonpain;2 rue George Sand;59760;Grande-Synthe;0.0;0.0;;
0593662K;Collège;Collège Jean Demailly;Rue du Collège;59474;Seclin;0.0;0.0;;
0590057S;Collège;Collège Paul Eluard;128 impasse du Collège;59830;Cysoing;0.0;0.0;;
0111034P;Collège;Collège privé L'Amandier;27 chemin de la Roumenguière;11200;Lézignan-Corbières;0.0;0.0;;
0121500R;Collège;Collège Saint-Viateur-Canaguet;70 route de Vabre;12850;Onet-le-Château;0.0;0.0;;
0120029S;Collège;Collège Jean d'Alembert;49 avenue du Général de Gaulle;12150;Séverac-le-Château;0.0;0.0;;
0811030E;Collège;Collège Bellevue;98 rue du Roc;81011;Albi;0.0;0.0;;
0820896D;Collège;Collège Manuel Azana;Avenue de Falguières;82000;Montauban;0.0;0.0;;
0090023B;Collège;Collège du Girbet;Route de Toulouse;9700;Saverdun;0.0;0.0;;
0340031Z;Collège;Collège Fréderic Mistral;136 rue des Etoffes;34400;Lunel;0.0;0.0;;REP
0640078M;Collège;Collège Villa Fal;1 rue Francis Jammes;64200;Biarritz;0.0;0.0;;
0330065S;Collège;Collège Monséjour;7 rue du Chanoine André Lacaze;33200;Bordeaux;0.0;0.0;;
0601157G;Collège;Collège Immaculée Conception;22 rue de Gournay;60110;Méru;0.0;0.0;;
0595757M;Collège;Collège Henri Durez;Rue de Merville;59940;Estaires;0.0;0.0;;
0800041K;Collège;Collège Antoine Augustin Parmentier;9 rue Pasteur;80500;Montdidier;0.0;0.0;;
0022113L;Collège;Collège Père Joseph Wrésinski;45 boulevard Gustave Grégoire;2700;Tergnier;0.0;0.0;;
0622574L;Collège;Collège Albert Camus;2 bis avenue Bernard Chochoy;62380;Lumbres;0.0;0.0;;
0601150Z;Collège;Collège Anne-Marie Javouhey;6 rue Anne-Marie Javouhey;60304;Senlis;0.0;0.0;;
0595391P;Collège;Collège Saint-Jacques;60 rue Warein;59190;Hazebrouck;0.0;0.0;;
0801225X;Collège;Collège Saint-Vincent;5 rue Charles Mangot;80500;Montdidier;0.0;0.0;;
0593673X;Collège;Collège Madame d'Epinay;47 rue du chemin Vert;59300;Aulnoy-lez-Valenciennes;0.0;0.0;;
0301325C;Collège;Collège Henri Pitot;75 avenue Jean Moulin;30390;Aramon;0.0;0.0;;
0301671D;Collège;Collège Le Vignet;319 avenue du Collège;30420;Calvisson;0.0;0.0;;
0301827Y;Collège;Collège Fédérico Garcia Lorca;661 avenue des lacs;30127;Bellegarde;0.0;0.0;;
0111051H;Collège;Collège Rosa Parks;3 avenue Georges Frêche;11200;Lézignan-Corbières;0.0;0.0;;
0300033Y;Collège;Collège Voltaire;89 avnue Geoffroy Perret;30210;Remoulins;0.0;0.0;;
0190740B;Collège;Collège d'Arsonval;Place du 15 Aout 1944;19100;Brive-la-Gaillarde;0.0;0.0;;
0401048X;Collège;Collège Nelson Mandela;230 route des Lacs;40601;Biscarrosse;0.0;0.0;;
0331435F;Collège;Collège Les Eyquems;Rue Tour de Veyrines;33700;Mérignac;0.0;0.0;;
0622864B;Collège;Collège François Mitterrand;52 rue de l'Abbé Lemire;62027;Arras;0.0;0.0;;
0593163T;Collège;Collège Notre-Dame;46 rue de Ledringhem;59470;Wormhout;0.0;0.0;;
0601882V;Collège;Collège Guy de Maupassant;Route d'Enencourt le Sec;60240;Chaumont-en-Vexin;0.0;0.0;;
0601297J;Collège;Collège Louis Pasteur;143 rue Jean Moulin;60402;Noyon;0.0;0.0;;REP
0480038F;Collège;Collège privé Sacré-Coeur;43 avenue de la Gare;48200;Saint-Chély-d'Apcher;0.0;0.0;;
0790060L;Collège;Collège privé Saint-Joseph;14 rue de La Bibliothèque;79150;Argentonnay;0.0;0.0;;
0860031S;Collège;Collège Jean Moulin;9 avenue Jean Moulin;86501;Montmorillon;0.0;0.0;;
0170055T;Collège;Collège Fontbruant;15 rue du collège;17250;Saint-Porchaire;0.0;0.0;;
0240044T;Collège;Collège Henri Bretin;5 rue du Jumelage;24190;Neuvic;0.0;0.0;;
0332085M;Collège;Collège Jean Auriac;4 rue de Peytot;33500;Arveyres;0.0;0.0;;
0331664E;Collège;Collège François Mauriac;131 avenue Montaigne;33165;Saint-Médard-en-Jalles;0.0;0.0;;
0640231D;Collège;Collège Jean Moulin;Rue du Galupe;64170;Artix;0.0;0.0;;
0641653Z;Collège;Collège Immaculée Conception;Boulevard Édouard Herriot;64051;Pau;0.0;0.0;;
0332494G;Collège;Collège Rambaud;25 avenue de Rambaud;33652;La Brède;0.0;0.0;;
0640110X;Collège;Collège privé Stella Maris;40 promenade de la Barre;64600;Anglet;0.0;0.0;;
0331530J;Collège;Collège STAM Saint-André Sainte-Marie;11 rue Nationale;33240;Saint-André-de-Cubzac;0.0;0.0;;
0241007P;Collège;Collège Giraut de Borneil;10 boulevard André Dupuy;24160;Excideuil;0.0;0.0;;
0040004H;Collège;Collège du Verdon;Avenue du 11 Novembre;4120;Castellane;0.0;0.0;;
0941596Z;Collège;Collège Nicolas de Staël;81 rue Victor Hugo;94700;Maisons-Alfort;0.0;0.0;;
0752189X;Collège;Collège Guy Flavien;6 rue d'Artagnan;75012;Paris;0.0;0.0;;
0752528R;Collège;Collège Victor Duruy;33 boulevard des Invalides;75007;Paris;0.0;0.0;;
0940100Y;Collège;Collège Plaisance;97 avenue Laferrière;94000;Créteil;0.0;0.0;;
0940879V;Collège;Collège Jeanne d'Arc;109 boulevard de Créteil;94100;Saint-Maur-des-Fossés;0.0;0.0;;
0941093C;Collège;Collège Camille Pissarro;4-6 avenue Pierre Semard;94210;Saint-Maur-des-Fossés;0.0;0.0;;
0932038K;Collège;Collège Françoise Dolto;4 rue Guy Mousset;93420;Villepinte;0.0;0.0;;
0771216D;Collège;Collège Sainte-Croix;1 rue des Jacobins;77160;Provins;0.0;0.0;;
0783307W;Collège;Collège Saint-Augustin;39 rue Grande Fontaine;78100;Saint-Germain-en-Laye;0.0;0.0;;
0910836P;Collège;Collège du Sacré-Coeur;29 rue Chamberlin;91600;Savigny-sur-Orge;0.0;0.0;;
0771342R;Collège;Collège Fernand Gregh;28 rue Pierre de Coubertin;77430;Champagne-sur-Seine;0.0;0.0;;
0752187V;Collège;Collège Jacques Prévert;18 rue Saint-Benoit;75006;Paris;0.0;0.0;;
0771518G;Collège;Collège Louis Armand;24 rue de Savigny;77176;Savigny-le-Temple;0.0;0.0;;
0753896C;Collège;Collège privé Sainte-Clotilde;103 rue de Reuilly;75012;Paris;0.0;0.0;;
0752958H;Collège;Collège Boris Vian;76 boulevard Berthier;75017;Paris;0.0;0.0;;REP
0771760V;Collège;Collège Madame de La Fayette;16 avenue de la République;77120;Coulommiers;0.0;0.0;;
0781537X;Collège;Collège Notre-Dame - Les Oiseaux;106 Grande Rue;78480;Verneuil-sur-Seine;0.0;0.0;;
0941015T;Collège;Collège Willy Ronis;19 rue de Musselburgh;94500;Champigny-sur-Marne;0.0;0.0;;REP
0931883S;Collège;Collège René Cassin;19 rue du docteur Charcot;93130;Noisy-le-Sec;0.0;0.0;;
0770038Y;Collège;Collège Alfred Sisley;Rue du Gymnase;77250;Moret-Loing-et-Orvanne;0.0;0.0;;
0921228K;Collège;Collège Jean Macé;15 rue Gaston Paymal;92110;Clichy;0.0;0.0;;
0780419G;Collège;Collège Louis Pergaud;15 avenue de Limagne;78315;Maurepas;0.0;0.0;;
0921190U;Collège;Collège Haut Mesnil;24 rue Arthur Auger;92120;Montrouge;0.0;0.0;;
0780036R;Collège;Collège Victor Hugo;52 avenue des Etangs;78170;La Celle-Saint-Cloud;0.0;0.0;;
0911253T;Collège;Collège Pablo Neruda;84 route de Corbeil;91350;Grigny;0.0;0.0;;REP+
0921501G;Collège;Collège Marcel Pagnol;2 rue Amédée Dufaure;92500;Rueil-Malmaison;0.0;0.0;;
0912233H;Collège;Collège Olympe de Gouges;36 rue Vivier;91750;Champcueil;0.0;0.0;;
0780262L;Collège;Collège Maurice Ravel;Place de Nickenich;78490;Montfort-l'Amaury;0.0;0.0;;
0921179G;Collège;Collège Léonard de Vinci;16 avenue Léonard de Vinci;92290;Châtenay-Malabry;0.0;0.0;;REP
0920077J;Collège;Collège Jean Perrin;20-22 rue des Goulvents;92000;Nanterre;0.0;0.0;;
0911341N;Collège;Collège La Tuilerie;Avenue du Général de Gaulle;91250;Saint-Germain-lès-Corbeil;0.0;0.0;;
0780179W;Collège;Collège Jean-Baptiste de la Quintinye;1 place de la Quintinye;78590;Noisy-le-Roi;0.0;0.0;;
0950930V;Collège;Collège Georges Pompidou;20 rue de la Coussaye;95880;Enghien-les-Bains;0.0;0.0;;
0911396Y;Collège;Collège Georges Pompidou;121 avenue Charles de Gaulle;91230;Montgeron;0.0;0.0;;
0780713B;Collège;Collège François Rabelais;75 avenue Charles de Gaulle;78650;Beynes;0.0;0.0;;
0921591E;Collège;Collège Emile Verhaeren;108 boulevard de la République;92210;Saint-Cloud;0.0;0.0;;
0780116C;Collège;Collège Les Plaisances;5 rue Jean Moulin;78200;Mantes-la-Ville;0.0;0.0;;REP
0920854D;Collège;Collège Les Petits Ponts;7 rue de Vendée;92140;Clamart;0.0;0.0;;REP
0911403F;Collège;Collège Hubert Robert;Rue de Chartres;91660;Le Mérévillois;0.0;0.0;;
0951728M;Lycée;Lycée Edmond Rostand;75 rue de Paris;95310;Saint-Ouen-l'Aumône;1.0;1.0;;
0910625K;Lycée;Lycée Rosa Parks;2 place de l'Europe;91230;Montgeron;1.0;1.0;;
0920138A;Lycée;Lycée Paul Lapie;5 boulevard Aristide Briand;92400;Courbevoie;1.0;1.0;;
0910620E;Lycée;Lycée Robert Doisneau;89 avenue Serge Dassault;91813;Corbeil-Essonnes;1.0;1.0;;
0951937P;Lycée;Lycée Paul Emile Victor;116 rue de Livilliers;95520;Osny;1.0;0.0;;
0921242A;Collège;Collège Evariste Galois;34 rue de Fontenay;92340;Bourg-la-Reine;0.0;0.0;;
0781955B;Collège;Collège de Gassicourt;118 bis rue Maurice Braunstein;78200;Mantes-la-Jolie;0.0;0.0;;REP+
0921589C;Collège;Collège Evariste Galois;21 rue des Fontenelles;92000;Nanterre;0.0;0.0;;REP+
0910678T;Collège;Collège Jean Macé;7 rue Roger Martin du Gard;91706;Sainte-Geneviève-des-Bois;0.0;0.0;;REP
0951697D;Collège;Collège Le Moulin à Vent;24 avenue du Terroir;95800;Cergy;0.0;0.0;;REP
0950723V;Collège;Collège Jean Lurçat;37 rue Marius Delpech;95200;Sarcelles;0.0;0.0;;REP+
0950039B;Collège;Collège Le Parc;9 rue du Parc;95310;Saint-Ouen-l'Aumône;0.0;0.0;;REP
0783464S;Collège;Collège de la Montcient;1 allée des Aulnes;78250;Gaillon-sur-Montcient;0.0;0.0;;
0951919V;Collège;Collège Françoise Dolto;Rue Marcel Petit;95670;Marly-la-Ville;0.0;0.0;;
0912196T;Collège;Collège Sonia Delaunay;8 promenade du Canal;91350;Grigny;0.0;0.0;;REP+
0781683F;Collège;Collège André Derain;Chemin de la Remise;78240;Chambourcy;0.0;0.0;;
0910777A;Collège;Collège les Dînes Chiens;5 avenue de Carlet;91380;Chilly-Mazarin;0.0;0.0;;
0911150F;Collège;Collège Marie Curie;54 boulevard Berchère;91150;Etampes;0.0;0.0;;
0910060W;Collège;Collège Félix Esclangon;2 place René Coty;91172;Viry-Châtillon;0.0;0.0;;
0911042N;Collège;Collège Paul Eluard;Rue Léo Lagrange;91700;Sainte-Geneviève-des-Bois;0.0;0.0;;REP
0910971L;Collège;Collège Les Sablons;53 rue Duparchy;91170;Viry-Châtillon;0.0;0.0;;REP
0781098V;Collège;Collège George Sand;Place Mendès-France;78200;Magnanville;0.0;0.0;;
0921590D;Collège;Collège Jules Verne;99 route de l'Empereur;92500;Rueil-Malmaison;0.0;0.0;;
0920798T;Lycée;Lycée Rabelais;6 rue Georges Langrognet;92190;Meudon;1.0;0.0;;
0134431W;Collège;Collège Lançon-Provence;275 route de Pélissanne;13680;Lançon-Provence;0.0;0.0;;
0382782T;Collège;Collège Le Clos Jouvin;511 avenue général Delestraint;38560;Jarrie;0.0;0.0;;
0691666L;Collège;Collège Aimé Césaire;2 rue des Frères Bertrand;69120;Vaulx-en-Velin;0.0;0.0;;REP+
0220098M;Collège;Collège Notre-Dame;21 rue des Capucins;22205;Guingamp;0.0;0.0;;
0291103S;Collège;Collège des Iles du Ponant;2 rue Fontaine Margot;29231;Brest;0.0;0.0;;
0561410D;Collège;Collège René Guy Cadou;11 rue Beau Soleil;56220;Malansac;0.0;0.0;;
0561330S;Collège;Collège Anita Conti;Rue Monistrol;56321;Lorient;0.0;0.0;;
0220054P;Collège;Collège Jean Racine;1 rue Racine;22022;Saint-Brieuc;0.0;0.0;;REP
0290083H;Collège;Collège Tanguy Prigent;12 rue Jules Ferry;29671;Saint-Martin-des-Champs;0.0;0.0;;
0290100B;Collège;Collège Penn Ar C'hleuz;71 rue de Kermaria;29222;Brest;0.0;0.0;;REP
0350967L;Collège;Collège Mahatma Gandhi;17 rue de Saint Lo;35304;Fougères;0.0;0.0;;
0351791G;Collège;Collège Louis Guilloux;Boulevard Pasteur;35162;Montfort-sur-Meu;0.0;0.0;;
0711777W;Collège;Collège Saint-Gilbert;Rue d'Autun;71710;Montcenis;0.0;0.0;;
0250018J;Collège;Collège Emile Laroue;8 rue du Collège;25560;Frasne;0.0;0.0;;
0701192R;Collège;Collège des Thermes;29 avenue de Lattre de Tassigny;70306;Luxeuil-les-Bains;0.0;0.0;;
0210014B;Collège;Collège Fontaine des Ducs;8 rue de Seine;21403;Châtillon-sur-Seine;0.0;0.0;;
0900277M;Collège;Collège Lucie Aubrac;13 rue du Stade;90120;Morvillars;0.0;0.0;;
0210038C;Collège;Collège Félix Tisserand;10 rue Jean Jaurès;21704;Nuits-Saint-Georges;0.0;0.0;;
0250056A;Collège;Collège Jouffroy d'Abbans;9 rue du Collège;25602;Sochaux;0.0;0.0;;REP
0251524W;Collège;Collège Philippe Grenier;18 rue de la Gare;25304;Pontarlier;0.0;0.0;;
0410684W;Collège;Collège privé Notre-Dame;1 rue du Président Wilson;41200;Romorantin-Lanthenay;0.0;0.0;;
0132913W;Collège;Collège de Provence;42 boulevard Emile Sicard;13272;Marseille;0.0;0.0;;
0131605Z;Collège;Collège Henri Barnier;269 boulevard Henri Barnier;13016;Marseille;0.0;0.0;;REP+
0132408X;Collège;Collège Jules Ferry;Campagne L'Evêque;13315;Marseille;0.0;0.0;;REP+
0630046H;Collège;Collège Nestor Perret;Impasse Victor Schoelcher;63330;Pionsat;0.0;0.0;;
0630079U;Collège;Collège Diderot;Route de Montpensier;63260;Aigueperse;0.0;0.0;;
0730984Y;Collège;Collège Paul Mougin;10 avenue du Vigny;73140;Saint-Michel-de-Maurienne;0.0;0.0;;
0631100D;Collège;Collège Sainte-Anne;27 route des Puys;63870;Orcines;0.0;0.0;;
0421059Y;Collège;Collège Saint-Régis;1 rue du Velay;42660;Saint-Genest-Malifaux;0.0;0.0;;
0730031M;Collège;Collège de l'Epine;270 Chemin du pré Rampeau;73470;Novalaise;0.0;0.0;;
0430909E;Collège;Collège Saint-Gabriel;16 bis rue Traversière;43200;Yssingeaux;0.0;0.0;;
0631412T;Collège;Collège Antoine de Saint-Exupéry;Rue des Gargailles;63370;Lempdes;0.0;0.0;;
0630060Y;Collège;Collège Alexandre Varenne;Plateau Chez Ponet;63700;Saint-Eloy-les-Mines;0.0;0.0;;
0692339T;Collège;Collège Georges Clemenceau;40 rue Capitaine Robert Cluzan;69007;Lyon;0.0;0.0;;
0810959C;Lycée;Lycée polyvalent La Borde Basse;Rue Comte Emmanuel de las Cases;81100;Castres;1.0;1.0;;
9840386X;Lycée;Lycée polyvalent Tuianu Le Gayic de Papara;PK 382 côté montagne;98764;Papara;1.0;1.0;;
